계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,17113.0,16266.0,16799.0,18144.0,4174.0,4649.0,4409.0,3838.0
Operating Income,813.0,344.0,321.0,683.0,177.0,396.0,-101.0,80.0
Oper.Income(Rep.),813.0,344.0,321.0,nan,177.0,396.0,-101.0,80.0
Net Income,694.0,-198.0,-426.0,356.0,-91.0,358.0,-387.0,223.0
Net Income(Contr.),655.0,-266.0,-263.0,275.0,-69.0,333.0,-273.0,297.0
Net Income(Minor.),40.0,68.0,-164.0,nan,-21.0,26.0,-114.0,nan
Total Assets,25255.0,26433.0,27439.0,27846.0,27295.0,27953.0,27439.0,nan
Total Liabilities,9589.0,11035.0,12629.0,12958.0,12414.0,12718.0,12629.0,nan
Total Equity,15666.0,15399.0,14810.0,14887.0,14881.0,15236.0,14810.0,nan
Net Income(Contr.),13281.0,13002.0,12526.0,12622.0,12574.0,12893.0,12526.0,nan
Net Income(Minor.),2385.0,2396.0,2284.0,2266.0,2307.0,2343.0,2284.0,nan
Capital Stock,584.0,584.0,584.0,581.0,584.0,584.0,584.0,nan
Total Debt/Equity,61.21,71.66,85.27,87.04,83.42,83.47,85.27,nan
Reserve Ratio,2234.01,2186.29,2104.84,nan,2113.01,2167.55,2104.84,nan
Oper.Income Margin,4.75,2.12,1.91,3.77,4.23,8.51,-2.29,nan
Net Income Margin,3.82,-1.64,-1.56,1.52,-1.66,7.16,-6.19,5.81
ROA,2.78,-0.77,-1.58,1.29,-1.34,5.19,-5.59,nan
ROE,5.03,-2.03,-2.06,2.19,-2.2,10.45,-8.59,nan
EPS(KRW),5601.0,-2279.0,-2249.0,2357.0,-593.0,2846.0,-2336.0,2541.0
BPS(KRW),116700.0,114314.0,110242.0,111056.0,110651.0,113378.0,110242.0,nan
DPS(KRW),1750.0,1500.0,1500.0,1500.0,nan,nan,1500.0,nan
PER,23.12,nan,nan,52.99,nan,nan,nan,nan
PBR,1.11,1.1,1.63,1.12,1.03,1.34,1.63,nan
Issued Shares,11687.0,11687.0,11687.0,nan,11687.0,11687.0,11687.0,nan
Div Yield,1.35,1.2,0.84,nan,nan,nan,0.84,nan
