계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,5199.0,6207.0,6431.0,6807.0,1742.0,1523.0,1653.0,nan
Operating Income,188.0,447.0,257.0,361.0,151.0,85.0,-27.0,nan
Oper.Income(Rep.),188.0,447.0,257.0,nan,151.0,85.0,-27.0,nan
Net Income,117.0,364.0,206.0,nan,161.0,52.0,-35.0,nan
Net Income(Contr.),99.0,333.0,162.0,257.0,137.0,37.0,-29.0,nan
Net Income(Minor.),18.0,31.0,43.0,nan,24.0,15.0,-6.0,nan
Total Assets,6018.0,6204.0,6403.0,nan,6929.0,6676.0,6403.0,nan
Total Liabilities,2995.0,2892.0,2926.0,nan,3445.0,3140.0,2926.0,nan
Total Equity,3023.0,3313.0,3477.0,nan,3483.0,3536.0,3477.0,nan
Net Income(Contr.),2411.0,2671.0,2795.0,nan,2814.0,2851.0,2795.0,nan
Net Income(Minor.),612.0,641.0,682.0,nan,669.0,685.0,682.0,nan
Capital Stock,343.0,343.0,343.0,nan,343.0,343.0,343.0,nan
Total Debt/Equity,99.09,87.3,84.15,nan,98.92,88.79,84.15,nan
Reserve Ratio,670.75,755.56,781.37,nan,787.08,797.94,781.37,nan
Oper.Income Margin,3.62,7.21,4.0,5.3,8.68,5.55,-1.63,nan
Net Income Margin,1.91,5.36,2.52,3.78,7.86,2.43,-1.76,nan
ROA,2.11,5.96,3.26,nan,9.57,3.07,-2.14,nan
ROE,4.22,13.1,5.94,9.2,19.93,5.23,-4.12,nan
EPS(KRW),145.0,486.0,239.0,383.0,203.0,55.0,-43.0,nan
BPS(KRW),3854.0,4278.0,4472.0,nan,4501.0,4556.0,4472.0,nan
DPS(KRW),25.0,60.0,37.0,nan,nan,nan,37.0,nan
PER,13.94,5.41,7.68,6.06,nan,nan,nan,nan
PBR,0.52,0.61,0.41,nan,0.45,0.46,0.41,nan
Issued Shares,68560.0,68560.0,67560.0,nan,67560.0,67560.0,67560.0,nan
Div Yield,1.24,2.29,2.01,nan,nan,nan,2.01,nan
