계정,2022/12,2023/12,2024/12,2025/12(E),2024/09,2024/12,2025/03,2025/06(E)
Sales,77.0,78.0,68.0,nan,20.0,16.0,13.0,nan
Operating Income,2.0,-12.0,-22.0,nan,-1.0,-11.0,-9.0,nan
Oper.Income(Rep.),2.0,-12.0,-22.0,nan,-1.0,-11.0,-9.0,nan
Net Income,3.0,-23.0,33.0,nan,4.0,-13.0,-7.0,nan
Net Income(Contr.),3.0,-23.0,34.0,nan,4.0,-13.0,-7.0,nan
Net Income(Minor.),-0.0,-0.0,-0.0,nan,-0.0,-0.0,0.0,nan
Total Assets,514.0,489.0,525.0,nan,537.0,525.0,518.0,nan
Total Liabilities,29.0,26.0,28.0,nan,27.0,28.0,28.0,nan
Total Equity,485.0,463.0,497.0,nan,510.0,497.0,490.0,nan
Net Income(Contr.),486.0,465.0,499.0,nan,511.0,499.0,492.0,nan
Net Income(Minor.),-1.0,-1.0,-2.0,nan,-2.0,-2.0,-2.0,nan
Capital Stock,41.0,41.0,41.0,nan,41.0,41.0,41.0,nan
Total Debt/Equity,5.95,5.58,5.69,nan,5.33,5.69,5.73,nan
Reserve Ratio,1147.83,1095.22,1178.99,nan,1210.58,1178.99,1162.76,nan
Oper.Income Margin,2.73,-15.28,-33.0,nan,-7.46,-68.3,-67.65,nan
Net Income Margin,3.44,-29.88,49.56,nan,19.28,-79.75,-50.14,nan
ROA,0.5,-4.67,6.54,nan,2.77,-9.73,-5.04,nan
ROE,0.54,-4.89,6.96,nan,3.0,-10.15,-5.31,nan
EPS(KRW),33.0,-286.0,413.0,nan,47.0,-158.0,-81.0,nan
BPS(KRW),6239.0,5976.0,6395.0,nan,6553.0,6395.0,6314.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,374.0,nan,30.24,nan,nan,nan,nan,nan
PBR,1.96,2.45,1.95,nan,2.34,1.95,2.5,nan
Issued Shares,8109.0,8109.0,8109.0,nan,8109.0,8109.0,8109.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
