계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,12732.0,15458.0,19579.0,23663.0,4299.0,5470.0,5880.0,5336.0
Operating Income,-702.0,491.0,759.0,1109.0,223.0,321.0,170.0,32.0
Oper.Income(Rep.),-702.0,491.0,759.0,nan,223.0,321.0,170.0,32.0
Net Income,-2145.0,-1234.0,-1755.0,-243.0,-67.0,80.0,-1357.0,-381.0
Net Income(Contr.),-1662.0,-962.0,-1710.0,-227.0,-37.0,42.0,-1338.0,-378.0
Net Income(Minor.),-484.0,-272.0,-44.0,nan,-30.0,38.0,-19.0,nan
Total Assets,36015.0,31942.0,39970.0,38911.0,41325.0,40760.0,39970.0,nan
Total Liabilities,32084.0,29330.0,34203.0,33396.0,33268.0,32491.0,34203.0,nan
Total Equity,3931.0,2612.0,5767.0,5515.0,8057.0,8269.0,5767.0,nan
Net Income(Contr.),3763.0,4213.0,6917.0,6690.0,9045.0,9824.0,6917.0,nan
Net Income(Minor.),168.0,-1600.0,-1149.0,-1175.0,-988.0,-1555.0,-1149.0,nan
Capital Stock,239.0,612.0,828.0,829.0,828.0,828.0,828.0,nan
Total Debt/Equity,816.2,1122.71,593.03,605.55,412.93,392.93,593.03,nan
Reserve Ratio,1477.14,588.18,735.46,nan,992.47,1086.64,735.46,nan
Oper.Income Margin,-5.52,3.17,3.88,4.69,5.2,5.86,2.89,nan
Net Income Margin,-13.05,-6.22,-8.74,-0.96,-0.86,0.77,-22.75,-7.14
ROA,-5.81,-3.63,-4.88,-0.62,-0.72,0.78,-13.45,nan
ROE,-55.24,-24.12,-30.74,-3.34,-2.06,1.79,-63.94,nan
EPS(KRW),-3128.0,-1249.0,-1163.0,-137.0,-28.0,25.0,-808.0,-228.0
BPS(KRW),6504.0,3441.0,4177.0,4041.0,5462.0,5933.0,4177.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,1.82,1.68,1.27,1.17,1.03,0.97,1.27,nan
Issued Shares,57860.0,122432.0,165580.0,nan,165579.0,165580.0,165580.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
