계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,21017.0,20645.0,38535.0,38111.0,9527.0,8995.0,10049.0,9599.0
Operating Income,1106.0,600.0,1301.0,1428.0,333.0,182.0,204.0,481.0
Oper.Income(Rep.),1106.0,600.0,1301.0,nan,333.0,182.0,204.0,481.0
Net Income,863.0,1362.0,1742.0,1333.0,281.0,266.0,-2.0,338.0
Net Income(Contr.),863.0,1362.0,1577.0,1230.0,255.0,219.0,66.0,293.0
Net Income(Minor.),nan,nan,166.0,nan,26.0,46.0,-68.0,nan
Total Assets,27820.0,34325.0,51751.0,52377.0,52598.0,52534.0,51751.0,nan
Total Liabilities,8233.0,8505.0,13396.0,13300.0,14106.0,13973.0,13396.0,nan
Total Equity,19587.0,25820.0,38355.0,39077.0,38492.0,38561.0,38355.0,nan
Net Income(Contr.),19587.0,20584.0,21884.0,23120.0,21573.0,21748.0,21884.0,nan
Net Income(Minor.),0.0,5236.0,16470.0,15957.0,16919.0,16813.0,16470.0,nan
Capital Stock,600.0,600.0,600.0,600.0,600.0,600.0,600.0,nan
Total Debt/Equity,42.03,32.94,34.93,34.04,36.65,36.24,34.93,nan
Reserve Ratio,3259.4,3425.54,3642.2,nan,3590.34,3619.45,3642.2,nan
Oper.Income Margin,5.26,2.9,3.38,3.75,3.49,2.03,2.03,nan
Net Income Margin,4.11,6.6,4.09,3.23,2.68,2.44,0.66,3.53
ROA,3.21,4.38,4.05,2.56,2.14,2.02,-0.01,nan
ROE,4.49,6.78,7.42,5.47,4.77,4.05,1.21,nan
EPS(KRW),7194.0,11350.0,13138.0,10250.0,2127.0,1827.0,550.0,2438.0
BPS(KRW),167970.0,176277.0,187110.0,197409.0,184517.0,185972.0,187110.0,nan
DPS(KRW),2600.0,2800.0,2800.0,2733.0,nan,nan,2800.0,nan
PER,7.49,3.79,3.46,4.91,nan,nan,nan,nan
PBR,0.32,0.24,0.24,0.25,0.28,0.25,0.24,nan
Issued Shares,12000.0,12000.0,12000.0,nan,12000.0,12000.0,12000.0,nan
Div Yield,4.82,6.5,6.17,nan,nan,nan,6.17,nan
