계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,412.0,543.0,603.0,nan,nan,nan,nan,nan
Operating Income,-160.0,39.0,134.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),-160.0,39.0,134.0,nan,nan,nan,0.0,nan
Net Income,-72.0,36.0,147.0,nan,nan,nan,nan,nan
Net Income(Contr.),-72.0,36.0,147.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,1373.0,2067.0,1602.0,nan,nan,nan,1602.0,nan
Total Liabilities,729.0,1296.0,594.0,nan,nan,nan,594.0,nan
Total Equity,644.0,772.0,1009.0,nan,nan,nan,1009.0,nan
Net Income(Contr.),644.0,772.0,1009.0,nan,nan,nan,1009.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,166.0,173.0,180.0,nan,nan,nan,180.0,nan
Total Debt/Equity,113.12,167.84,58.86,nan,nan,nan,58.86,nan
Reserve Ratio,288.22,346.03,461.86,nan,nan,nan,461.86,nan
Oper.Income Margin,-38.94,7.16,22.24,nan,nan,nan,nan,nan
Net Income Margin,-17.6,6.65,24.42,nan,nan,nan,nan,nan
ROA,-5.03,2.1,8.02,nan,nan,nan,nan,nan
ROE,-10.63,5.1,16.53,nan,nan,nan,nan,nan
EPS(KRW),-218.0,108.0,410.0,nan,nan,nan,0.0,nan
BPS(KRW),1941.0,2230.0,2809.0,nan,nan,nan,2809.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,56.05,10.86,nan,nan,nan,nan,nan
PBR,2.96,2.71,1.58,nan,nan,nan,1.58,nan
Issued Shares,33183.0,34611.0,35903.0,nan,nan,nan,35903.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
