계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,32983.0,41908.0,42562.0,41777.0,10872.0,10886.0,11250.0,9057.0
Operating Income,1164.0,1953.0,1846.0,3030.0,538.0,475.0,418.0,540.0
Oper.Income(Rep.),1164.0,1953.0,1846.0,nan,538.0,475.0,418.0,540.0
Net Income,502.0,1729.0,1557.0,2493.0,474.0,327.0,452.0,542.0
Net Income(Contr.),504.0,1731.0,1557.0,2493.0,474.0,327.0,452.0,542.0
Net Income(Minor.),-1.0,-2.0,nan,nan,nan,nan,nan,nan
Total Assets,73363.0,70163.0,74619.0,74317.0,74979.0,74431.0,74619.0,nan
Total Liabilities,44345.0,40083.0,43473.0,41326.0,44531.0,43676.0,43473.0,nan
Total Equity,29019.0,30080.0,31146.0,32991.0,30448.0,30756.0,31146.0,nan
Net Income(Contr.),28942.0,30080.0,31146.0,32990.0,30448.0,30756.0,31146.0,nan
Net Income(Minor.),77.0,0.0,0.0,1.0,0.0,0.0,0.0,nan
Capital Stock,3295.0,3295.0,3295.0,3299.0,3295.0,3295.0,3295.0,nan
Total Debt/Equity,152.81,133.25,139.58,125.26,146.25,142.01,139.58,nan
Reserve Ratio,778.47,819.1,851.43,nan,830.27,839.6,851.43,nan
Oper.Income Margin,3.53,4.66,4.34,7.25,4.95,4.36,3.71,nan
Net Income Margin,1.53,4.13,3.66,5.97,4.36,3.0,4.01,5.98
ROA,0.72,2.41,2.15,3.35,2.54,1.75,2.42,nan
ROE,1.75,5.86,5.09,7.77,6.27,4.27,5.84,nan
EPS(KRW),764.0,2626.0,2363.0,3783.0,719.0,496.0,685.0,822.0
BPS(KRW),43924.0,45955.0,47572.0,50371.0,46513.0,46980.0,47572.0,nan
DPS(KRW),600.0,700.0,700.0,788.0,nan,nan,700.0,nan
PER,13.09,5.56,7.64,6.46,nan,nan,nan,nan
PBR,0.23,0.32,0.38,0.49,0.39,0.47,0.38,nan
Issued Shares,65907.0,65907.0,65907.0,nan,65907.0,65907.0,65907.0,nan
Div Yield,6.0,4.79,3.88,nan,nan,nan,3.88,nan
