계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,25718.0,17798.0,15781.0,15608.0,3689.0,4019.0,4094.0,3603.0
Operating Income,5590.0,1373.0,-1092.0,564.0,88.0,-143.0,-1295.0,52.0
Oper.Income(Rep.),5590.0,1373.0,-1092.0,nan,88.0,-143.0,-1295.0,52.0
Net Income,4360.0,2139.0,941.0,1622.0,711.0,-265.0,-76.0,375.0
Net Income(Contr.),4357.0,2121.0,942.0,1623.0,710.0,-265.0,-75.0,378.0
Net Income(Minor.),3.0,18.0,-1.0,nan,1.0,-0.0,-1.0,nan
Total Assets,44376.0,43938.0,39539.0,40906.0,41671.0,40037.0,39539.0,nan
Total Liabilities,12391.0,11408.0,8904.0,9449.0,9514.0,8880.0,8904.0,nan
Total Equity,31985.0,32530.0,30636.0,31457.0,32158.0,31157.0,30636.0,nan
Net Income(Contr.),31962.0,32497.0,30585.0,31616.0,32115.0,31116.0,30585.0,nan
Net Income(Minor.),23.0,33.0,51.0,-159.0,43.0,41.0,51.0,nan
Capital Stock,110.0,110.0,110.0,110.0,110.0,110.0,110.0,nan
Total Debt/Equity,38.74,35.07,29.06,30.04,29.58,28.5,29.06,nan
Reserve Ratio,34625.77,35113.03,34972.37,nan,35390.85,34792.51,34972.37,nan
Oper.Income Margin,21.74,7.71,-6.92,3.61,2.4,-3.56,-31.63,nan
Net Income Margin,16.94,11.92,5.97,10.4,19.25,-6.59,-1.82,10.41
ROA,9.67,4.84,2.25,4.03,6.72,-2.6,-0.76,nan
ROE,13.73,6.58,2.99,5.22,8.77,-3.35,-0.97,nan
EPS(KRW),19847.0,9663.0,4291.0,7501.0,3234.0,-1207.0,-340.0,1745.0
BPS(KRW),173629.0,176065.0,175362.0,183485.0,177454.0,174463.0,175362.0,nan
DPS(KRW),6680.0,3130.0,1460.0,2019.0,nan,nan,1460.0,nan
PER,22.57,24.89,42.67,21.01,nan,nan,nan,nan
PBR,2.58,1.37,1.04,0.86,1.01,1.09,1.04,nan
Issued Shares,21954.0,21954.0,21954.0,nan,21954.0,21954.0,21954.0,nan
Div Yield,1.49,1.3,0.8,nan,nan,nan,0.8,nan
