계정,2022/12,2023/12,2024/12,2025/12(E),2024/09,2024/12,2025/03,2025/06(E)
Sales,1164.0,3800.0,3822.0,4281.0,988.0,590.0,436.0,2146.0
Operating Income,54.0,203.0,-79.0,226.0,10.0,-146.0,-29.0,148.0
Oper.Income(Rep.),54.0,203.0,-79.0,nan,10.0,-146.0,-29.0,nan
Net Income,-70.0,108.0,-158.0,190.0,-142.0,-77.0,-38.0,nan
Net Income(Contr.),-75.0,105.0,-172.0,186.0,-146.0,-60.0,-31.0,131.0
Net Income(Minor.),4.0,3.0,14.0,nan,4.0,-17.0,-7.0,nan
Total Assets,2726.0,2895.0,3333.0,3282.0,3331.0,3333.0,3533.0,nan
Total Liabilities,1300.0,1155.0,1691.0,1383.0,1702.0,1691.0,1845.0,nan
Total Equity,1426.0,1740.0,1642.0,1899.0,1629.0,1642.0,1688.0,nan
Net Income(Contr.),1121.0,1502.0,1397.0,1657.0,1404.0,1397.0,1452.0,nan
Net Income(Minor.),304.0,239.0,245.0,243.0,225.0,245.0,237.0,nan
Capital Stock,163.0,184.0,185.0,188.0,185.0,185.0,185.0,nan
Total Debt/Equity,91.22,66.37,102.95,72.8,104.43,102.95,109.27,nan
Reserve Ratio,590.4,715.79,656.21,nan,660.14,656.21,685.0,nan
Oper.Income Margin,4.68,5.35,-2.07,5.28,1.02,-24.67,-6.76,6.9
Net Income Margin,-6.41,2.77,-4.5,4.33,-14.81,-10.17,-7.16,6.1
ROA,nan,3.84,-5.06,5.73,-15.81,-9.24,-4.47,nan
ROE,nan,8.02,-11.87,12.15,-39.43,-17.14,-8.76,36.09
EPS(KRW),-236.0,289.0,-465.0,502.0,-396.0,-162.0,-84.0,354.0
BPS(KRW),3452.0,4079.0,3781.0,4483.0,3801.0,3781.0,3925.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,31.14,nan,11.37,nan,nan,nan,nan
PBR,1.78,2.21,1.4,1.27,1.59,1.4,1.22,nan
Issued Shares,32531.0,36844.0,36988.0,nan,36988.0,36988.0,36988.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
