계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,6652.0,9525.0,2998.0,nan,nan,nan,nan,nan
Operating Income,390.0,88.0,-647.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),390.0,88.0,-647.0,nan,nan,nan,0.0,nan
Net Income,156.0,50.0,-427.0,nan,nan,nan,nan,nan
Net Income(Contr.),156.0,50.0,-427.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,6349.0,11042.0,12902.0,nan,nan,nan,12902.0,nan
Total Liabilities,3206.0,3051.0,5526.0,nan,nan,nan,5526.0,nan
Total Equity,3143.0,7991.0,7376.0,nan,nan,nan,7376.0,nan
Net Income(Contr.),3143.0,7991.0,7376.0,nan,nan,nan,7376.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,290.0,351.0,355.0,nan,nan,nan,355.0,nan
Total Debt/Equity,102.01,38.19,74.92,nan,nan,nan,74.92,nan
Reserve Ratio,985.63,2175.29,1977.92,nan,nan,nan,1977.92,nan
Oper.Income Margin,5.86,0.92,-21.58,nan,nan,nan,nan,nan
Net Income Margin,2.34,0.53,-14.24,nan,nan,nan,nan,nan
ROA,3.09,0.58,-3.57,nan,nan,nan,nan,nan
ROE,8.15,0.91,-5.56,nan,nan,nan,nan,nan
EPS(KRW),294.0,85.0,-618.0,nan,nan,nan,0.0,nan
BPS(KRW),5428.0,11584.0,10577.0,nan,nan,nan,10577.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,2209.28,nan,nan,nan,nan,nan,nan
PBR,nan,16.27,6.22,nan,nan,nan,6.22,nan
Issued Shares,57902.0,68985.0,69739.0,nan,nan,nan,69739.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
