계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,6377.0,6008.0,6149.0,nan,1522.0,1559.0,1557.0,1360.0
Operating Income,-735.0,-539.0,131.0,nan,10.0,36.0,84.0,42.0
Oper.Income(Rep.),-735.0,-539.0,131.0,nan,10.0,36.0,84.0,42.0
Net Income,-1422.0,-810.0,-124.0,nan,-42.0,-92.0,29.0,5.0
Net Income(Contr.),-1416.0,-789.0,-46.0,nan,-32.0,-80.0,75.0,10.0
Net Income(Minor.),-6.0,-20.0,-78.0,nan,-9.0,-12.0,-46.0,nan
Total Assets,6558.0,6113.0,5890.0,nan,6047.0,5905.0,5890.0,nan
Total Liabilities,4576.0,4370.0,4300.0,nan,4383.0,4330.0,4300.0,nan
Total Equity,1982.0,1743.0,1591.0,nan,1664.0,1574.0,1591.0,nan
Net Income(Contr.),1912.0,1695.0,1608.0,nan,1638.0,1569.0,1608.0,nan
Net Income(Minor.),70.0,47.0,-17.0,nan,26.0,5.0,-17.0,nan
Capital Stock,268.0,281.0,281.0,nan,281.0,281.0,281.0,nan
Total Debt/Equity,230.84,250.76,270.33,nan,263.33,275.06,270.33,nan
Reserve Ratio,614.87,512.38,481.08,nan,491.91,467.35,481.08,nan
Oper.Income Margin,-11.52,-8.98,2.13,nan,0.67,2.31,5.39,nan
Net Income Margin,-22.2,-13.14,-0.74,nan,-2.13,-5.13,4.81,0.37
ROA,-20.83,-12.78,-2.07,nan,-2.77,-6.14,1.94,nan
ROE,-82.28,-43.75,-2.77,nan,-7.8,-19.95,18.87,nan
EPS(KRW),-5282.0,-2813.0,-163.0,nan,-115.0,-285.0,267.0,37.0
BPS(KRW),7149.0,6124.0,5811.0,nan,5919.0,5674.0,5811.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,3.99,2.97,2.03,nan,2.2,2.45,2.03,nan
Issued Shares,26803.0,28063.0,28063.0,nan,28063.0,28063.0,28063.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
