계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,14437.0,16801.0,19033.0,nan,5143.0,4877.0,5122.0,4487.0
Operating Income,1192.0,950.0,572.0,nan,216.0,80.0,68.0,-56.0
Oper.Income(Rep.),1192.0,950.0,572.0,nan,216.0,80.0,68.0,-56.0
Net Income,940.0,817.0,370.0,nan,122.0,232.0,-74.0,-112.0
Net Income(Contr.),940.0,817.0,370.0,nan,122.0,232.0,-74.0,-112.0
Net Income(Minor.),0.0,0.0,-0.0,nan,0.0,0.0,-0.0,nan
Total Assets,22096.0,22237.0,24943.0,nan,24416.0,24467.0,24943.0,nan
Total Liabilities,7670.0,7357.0,10054.0,nan,9542.0,9472.0,10054.0,nan
Total Equity,14426.0,14880.0,14889.0,nan,14874.0,14995.0,14889.0,nan
Net Income(Contr.),14426.0,14880.0,14889.0,nan,14874.0,14995.0,14889.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,160.0,160.0,160.0,nan,160.0,160.0,160.0,nan
Total Debt/Equity,53.16,49.44,67.52,nan,64.15,63.17,67.52,nan
Reserve Ratio,8939.93,9224.23,9230.03,nan,9220.53,9296.18,9230.03,nan
Oper.Income Margin,8.26,5.66,3.0,nan,4.2,1.65,1.33,nan
Net Income Margin,6.51,4.86,1.94,nan,2.36,4.75,-1.45,-2.5
ROA,4.6,3.69,1.57,nan,2.06,3.79,-1.2,nan
ROE,6.64,5.58,2.48,nan,3.28,6.2,-1.99,nan
EPS(KRW),5884.0,5117.0,2314.0,nan,761.0,1450.0,-466.0,-703.0
BPS(KRW),90399.0,93242.0,93300.0,nan,93205.0,93962.0,93300.0,nan
DPS(KRW),2400.0,2200.0,1800.0,nan,800.0,nan,1000.0,nan
PER,6.28,8.02,16.25,nan,nan,nan,nan,nan
PBR,0.41,0.44,0.4,nan,0.43,0.43,0.4,nan
Issued Shares,15971.0,15971.0,15971.0,nan,15971.0,15971.0,15971.0,nan
Div Yield,6.5,5.36,4.79,nan,2.0,nan,2.66,nan
