계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,6773.0,7396.0,6939.0,7651.0,1730.0,1728.0,1903.0,1680.0
Operating Income,-151.0,-332.0,61.0,336.0,14.0,14.0,22.0,17.0
Oper.Income(Rep.),-151.0,-332.0,61.0,nan,14.0,14.0,22.0,17.0
Net Income,-93.0,421.0,-1520.0,204.0,5.0,10.0,-1575.0,20.0
Net Income(Contr.),334.0,398.0,-1078.0,267.0,37.0,32.0,-1260.0,74.0
Net Income(Minor.),-427.0,23.0,-442.0,nan,-32.0,-22.0,-315.0,nan
Total Assets,18988.0,17160.0,16460.0,17057.0,17861.0,17437.0,16460.0,nan
Total Liabilities,5760.0,4792.0,5961.0,6597.0,5443.0,5241.0,5961.0,nan
Total Equity,13228.0,12368.0,10499.0,10460.0,12419.0,12196.0,10499.0,nan
Net Income(Contr.),11390.0,11147.0,9645.0,9700.0,11259.0,11018.0,9645.0,nan
Net Income(Minor.),1839.0,1221.0,854.0,760.0,1160.0,1178.0,854.0,nan
Capital Stock,64.0,64.0,64.0,61.0,64.0,64.0,64.0,nan
Total Debt/Equity,43.54,38.75,56.78,63.07,43.82,42.98,56.78,nan
Reserve Ratio,19131.93,19076.6,16732.44,nan,19240.87,18866.97,16732.44,nan
Oper.Income Margin,-2.23,-4.49,0.88,4.39,0.79,0.83,1.13,nan
Net Income Margin,4.93,5.38,-15.53,3.5,2.12,1.85,-66.17,1.22
ROA,-0.5,2.33,-9.04,1.22,0.12,0.22,-37.17,nan
ROE,2.89,3.53,-10.37,2.76,1.31,1.15,-48.77,nan
EPS(KRW),2593.0,3093.0,-8462.0,2100.0,288.0,252.0,-9889.0,581.0
BPS(KRW),96160.0,96852.0,85012.0,85444.0,97681.0,95793.0,85012.0,nan
DPS(KRW),1300.0,2600.0,1300.0,1444.0,nan,nan,1300.0,nan
PER,22.98,15.92,nan,18.1,nan,nan,nan,nan
PBR,0.62,0.51,0.55,0.44,0.39,0.44,0.55,nan
Issued Shares,12866.0,12738.0,12738.0,nan,12738.0,12738.0,12738.0,nan
Div Yield,2.18,5.28,2.8,nan,nan,nan,2.8,nan
