계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,770.0,460.0,320.0,nan,75.0,73.0,91.0,nan
Operating Income,-87.0,-311.0,-304.0,nan,-84.0,-91.0,-57.0,nan
Oper.Income(Rep.),-87.0,-311.0,-304.0,nan,-84.0,-91.0,-57.0,nan
Net Income,-60.0,-338.0,-331.0,nan,-91.0,-92.0,-90.0,nan
Net Income(Contr.),-60.0,-338.0,-331.0,nan,-91.0,-92.0,-90.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,1879.0,1520.0,1366.0,nan,1326.0,1500.0,1366.0,nan
Total Liabilities,403.0,405.0,625.0,nan,389.0,666.0,625.0,nan
Total Equity,1477.0,1114.0,741.0,nan,937.0,834.0,741.0,nan
Net Income(Contr.),1477.0,1114.0,741.0,nan,937.0,834.0,741.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,53.0,53.0,53.0,nan,53.0,53.0,53.0,nan
Total Debt/Equity,27.27,36.39,84.4,nan,41.47,79.9,84.4,nan
Reserve Ratio,2743.34,2067.7,1451.5,nan,1776.97,1603.81,1451.5,nan
Oper.Income Margin,-11.31,-67.56,-94.79,nan,-112.66,-124.33,-62.75,nan
Net Income Margin,-7.77,-73.51,-103.43,nan,-120.79,-125.56,-98.6,nan
ROA,-3.07,-19.9,-22.96,nan,-25.99,-26.02,-25.08,nan
ROE,-3.89,-26.11,-35.71,nan,-36.52,-41.52,-45.64,nan
EPS(KRW),-563.0,-3183.0,-3118.0,nan,-852.0,-865.0,-846.0,nan
BPS(KRW),14217.0,10839.0,7758.0,nan,9385.0,8519.0,7758.0,nan
DPS(KRW),200.0,100.0,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,1.24,1.19,1.34,nan,1.12,1.27,1.34,nan
Issued Shares,10624.0,10624.0,10624.0,nan,10624.0,10624.0,10624.0,nan
Div Yield,1.14,0.78,nan,nan,nan,nan,nan,nan
