계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,8521.0,9930.0,8795.0,10542.0,2268.0,2282.0,2035.0,2252.0
Operating Income,-716.0,-680.0,-474.0,32.0,-65.0,-128.0,-180.0,-121.0
Oper.Income(Rep.),-716.0,-680.0,-474.0,nan,-65.0,-128.0,-180.0,-121.0
Net Income,-769.0,-1673.0,-919.0,-417.0,-255.0,-339.0,-20.0,-374.0
Net Income(Contr.),-402.0,-1191.0,-664.0,-341.0,-189.0,-225.0,-36.0,-289.0
Net Income(Minor.),-367.0,-482.0,-255.0,nan,-67.0,-114.0,17.0,nan
Total Assets,25881.0,24883.0,27587.0,27709.0,28361.0,26277.0,27587.0,nan
Total Liabilities,19391.0,19511.0,21897.0,22632.0,23559.0,21657.0,21897.0,nan
Total Equity,6490.0,5373.0,5689.0,5077.0,4802.0,4620.0,5689.0,nan
Net Income(Contr.),1411.0,764.0,1081.0,566.0,332.0,28.0,1081.0,nan
Net Income(Minor.),5080.0,4608.0,4608.0,4511.0,4470.0,4592.0,4608.0,nan
Capital Stock,963.0,963.0,963.0,1045.0,963.0,963.0,963.0,nan
Total Debt/Equity,298.76,363.16,384.88,445.74,490.6,468.79,384.88,nan
Reserve Ratio,52.1,nan,17.85,nan,nan,nan,17.85,nan
Oper.Income Margin,-8.4,-6.84,-5.39,0.3,-2.87,-5.62,-8.84,nan
Net Income Margin,-4.72,-11.99,-7.55,-3.24,-8.32,-9.86,-1.79,-16.61
ROA,-3.18,-6.59,-3.5,-1.51,-3.77,-4.96,-0.29,nan
ROE,-25.4,-109.52,-72.01,-41.45,-176.91,-499.55,-26.32,nan
EPS(KRW),-2087.0,-6184.0,-3449.0,-1773.0,-979.0,-1168.0,-189.0,-1502.0
BPS(KRW),7605.0,4249.0,5893.0,3221.0,2006.0,427.0,5893.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,3.75,3.59,1.49,2.94,5.58,24.38,1.49,nan
Issued Shares,19262.0,19262.0,19262.0,nan,19262.0,19262.0,19262.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
