계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,3377.0,4394.0,4019.0,nan,994.0,979.0,927.0,nan
Operating Income,681.0,1241.0,753.0,nan,207.0,101.0,128.0,nan
Oper.Income(Rep.),681.0,1241.0,753.0,nan,207.0,101.0,128.0,nan
Net Income,585.0,1194.0,734.0,nan,183.0,102.0,166.0,nan
Net Income(Contr.),585.0,1194.0,734.0,nan,183.0,102.0,166.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,6531.0,7402.0,7813.0,nan,7864.0,7803.0,7813.0,nan
Total Liabilities,2056.0,1652.0,1366.0,nan,1682.0,1537.0,1366.0,nan
Total Equity,4475.0,5750.0,6447.0,nan,6182.0,6266.0,6447.0,nan
Net Income(Contr.),4475.0,5750.0,6447.0,nan,6182.0,6266.0,6447.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,74.0,74.0,74.0,nan,74.0,74.0,74.0,nan
Total Debt/Equity,45.96,28.73,21.19,nan,27.22,24.53,21.19,nan
Reserve Ratio,6195.54,7788.57,8760.63,nan,8376.46,8509.75,8760.63,nan
Oper.Income Margin,20.17,28.25,18.74,nan,20.83,10.31,13.78,nan
Net Income Margin,17.34,27.17,18.26,nan,18.42,10.39,17.9,nan
ROA,9.75,17.14,9.65,nan,9.36,5.19,8.5,nan
ROE,13.97,23.35,12.04,nan,12.03,6.53,10.44,nan
EPS(KRW),3983.0,8121.0,4993.0,nan,1246.0,692.0,1129.0,nan
BPS(KRW),31478.0,39443.0,44303.0,nan,42382.0,43049.0,44303.0,nan
DPS(KRW),100.0,300.0,200.0,nan,nan,nan,200.0,nan
PER,4.19,2.06,4.21,nan,nan,nan,nan,nan
PBR,0.53,0.42,0.47,nan,0.43,0.64,0.47,nan
Issued Shares,14700.0,14700.0,14700.0,nan,14700.0,14700.0,14700.0,nan
Div Yield,0.6,1.8,0.95,nan,nan,nan,0.95,nan
