계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,15422.0,15286.0,14853.0,14710.0,3417.0,3142.0,4357.0,3803.0
Operating Income,1683.0,1005.0,635.0,630.0,41.0,60.0,209.0,218.0
Oper.Income(Rep.),1683.0,1005.0,635.0,nan,41.0,60.0,209.0,218.0
Net Income,1207.0,810.0,433.0,476.0,17.0,50.0,130.0,184.0
Net Income(Contr.),1230.0,839.0,446.0,482.0,24.0,50.0,130.0,184.0
Net Income(Minor.),-23.0,-29.0,-13.0,nan,-7.0,nan,nan,nan
Total Assets,16847.0,17243.0,17462.0,17793.0,17353.0,18108.0,17462.0,nan
Total Liabilities,3482.0,3299.0,3401.0,3452.0,3427.0,4180.0,3401.0,nan
Total Equity,13365.0,13943.0,14061.0,14341.0,13925.0,13927.0,14061.0,nan
Net Income(Contr.),13362.0,13969.0,14061.0,14396.0,13964.0,13927.0,14061.0,nan
Net Income(Minor.),3.0,-26.0,0.0,-54.0,-39.0,0.0,0.0,nan
Capital Stock,123.0,123.0,123.0,121.0,123.0,123.0,123.0,nan
Total Debt/Equity,26.05,23.66,24.19,24.07,24.61,30.02,24.19,nan
Reserve Ratio,10930.28,11423.42,11474.86,nan,11396.4,11466.9,11474.86,nan
Oper.Income Margin,10.91,6.57,4.27,4.28,1.2,1.92,4.8,nan
Net Income Margin,7.98,5.49,3.01,3.28,0.69,1.58,2.99,4.83
ROA,7.45,4.75,2.5,2.7,0.39,1.12,2.93,nan
ROE,9.56,6.14,3.19,3.39,0.68,1.42,3.72,nan
EPS(KRW),4995.0,3405.0,1894.0,2149.0,101.0,212.0,556.0,818.0
BPS(KRW),55151.0,57617.0,60920.0,65020.0,60507.0,60878.0,60920.0,nan
DPS(KRW),750.0,750.0,750.0,758.0,nan,nan,750.0,nan
PER,5.42,5.62,7.77,7.04,nan,nan,nan,nan
PBR,0.49,0.33,0.24,0.23,0.29,0.27,0.24,nan
Issued Shares,24630.0,24630.0,23399.0,nan,23399.0,23399.0,23399.0,nan
Div Yield,2.77,3.92,5.1,nan,nan,nan,5.1,nan
