계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Interest Income,207876.0,291420.0,304914.0,304089.0,76116.0,76378.0,76281.0,nan
Operating Income,52892.0,63850.0,80453.0,77281.0,23022.0,23576.0,10300.0,22930.0
Oper.Income(Rep.),52892.0,63850.0,80453.0,nan,23022.0,23576.0,10300.0,22930.0
Net Income,39314.0,45263.0,50286.0,55202.0,17107.0,15960.0,6587.0,16991.0
Net Income(Contr.),41530.0,45948.0,50782.0,55538.0,17322.0,16139.0,6829.0,16973.0
Net Income(Minor.),-2216.0,-685.0,-496.0,nan,-215.0,-179.0,-242.0,nan
Total Assets,6886648.0,7157254.0,7578455.0,7969493.0,7422323.0,7453343.0,7578455.0,nan
Total Liabilities,6345570.0,6570892.0,6980304.0,7336508.0,6824097.0,6854243.0,6980304.0,nan
Total Equity,541078.0,586362.0,598152.0,627675.0,598226.0,599100.0,598152.0,nan
Net Income(Contr.),528277.0,566927.0,578890.0,606380.0,571528.0,579485.0,578890.0,nan
Net Income(Minor.),12801.0,19435.0,19262.0,21295.0,26698.0,19615.0,19262.0,nan
Capital Stock,20906.0,20906.0,20906.0,20791.0,20906.0,20906.0,20906.0,nan
Total Debt/Equity,1172.76,1120.62,1166.98,1168.84,1140.72,1144.09,1166.98,nan
Reserve Ratio,2466.96,2667.61,2728.19,nan,2693.71,2715.29,2728.19,nan
Oper.Income Margin,6.37,8.24,9.46,25.41,11.58,15.21,3.91,nan
Net Income Margin,5.0,5.93,5.97,18.26,8.71,10.41,2.59,nan
ROA,0.58,0.64,0.68,0.71,0.93,0.86,0.35,nan
ROE,8.28,8.39,8.86,9.37,12.13,11.22,4.72,nan
EPS(KRW),10097.0,11349.0,12705.0,14392.0,4293.0,4052.0,1735.0,4398.0
BPS(KRW),131241.0,143388.0,150243.0,162202.0,144740.0,149558.0,150243.0,nan
DPS(KRW),2950.0,3060.0,3174.0,3631.0,791.0,795.0,804.0,912.0
PER,4.8,4.77,6.52,6.6,nan,nan,nan,nan
PBR,0.37,0.38,0.55,0.59,0.54,0.54,0.55,nan
Issued Shares,408897.0,403511.0,393528.0,nan,403511.0,393528.0,393528.0,nan
Div Yield,6.08,5.66,3.83,nan,1.01,0.98,0.97,nan
