계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,1527.0,1483.0,1937.0,nan,475.0,536.0,401.0,525.0
Operating Income,41.0,41.0,44.0,nan,-2.0,8.0,24.0,-10.0
Oper.Income(Rep.),41.0,41.0,44.0,nan,-2.0,8.0,24.0,-10.0
Net Income,74.0,44.0,50.0,nan,1.0,20.0,15.0,2.0
Net Income(Contr.),74.0,44.0,50.0,nan,1.0,20.0,15.0,2.0
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,1434.0,1682.0,1731.0,nan,1712.0,1648.0,1731.0,nan
Total Liabilities,677.0,902.0,895.0,nan,913.0,818.0,895.0,nan
Total Equity,757.0,781.0,836.0,nan,799.0,830.0,836.0,nan
Net Income(Contr.),757.0,781.0,836.0,nan,799.0,830.0,836.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,181.0,181.0,181.0,nan,181.0,181.0,181.0,nan
Total Debt/Equity,89.47,115.51,106.96,nan,114.26,98.53,106.96,nan
Reserve Ratio,318.97,332.04,362.92,nan,342.26,359.44,362.92,nan
Oper.Income Margin,2.71,2.79,2.25,nan,-0.36,1.47,6.0,nan
Net Income Margin,4.86,2.99,2.59,nan,0.16,3.74,3.77,0.44
ROA,5.36,2.85,2.94,nan,0.17,4.78,3.58,nan
ROE,10.39,5.77,6.21,nan,0.37,9.85,7.26,nan
EPS(KRW),205.0,123.0,139.0,nan,2.0,56.0,42.0,6.0
BPS(KRW),2095.0,2160.0,2315.0,nan,2211.0,2297.0,2315.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,14.0,23.95,20.91,nan,nan,nan,nan,nan
PBR,1.37,1.36,1.26,nan,2.29,1.51,1.26,nan
Issued Shares,35931.0,35931.0,35931.0,nan,35931.0,35931.0,35931.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
