계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,11609.0,12043.0,13539.0,15366.0,3076.0,3227.0,4004.0,3652.0
Operating Income,598.0,1059.0,1326.0,1551.0,295.0,368.0,337.0,395.0
Oper.Income(Rep.),598.0,1059.0,1326.0,nan,295.0,368.0,337.0,395.0
Net Income,536.0,831.0,1243.0,1437.0,285.0,158.0,487.0,377.0
Net Income(Contr.),536.0,831.0,1243.0,1344.0,285.0,158.0,487.0,377.0
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,10180.0,10606.0,13589.0,15621.0,12289.0,12974.0,13589.0,nan
Total Liabilities,5003.0,4760.0,6635.0,7324.0,5921.0,6463.0,6635.0,nan
Total Equity,5177.0,5846.0,6954.0,8297.0,6368.0,6510.0,6954.0,nan
Net Income(Contr.),5177.0,5846.0,6954.0,8297.0,6368.0,6510.0,6954.0,nan
Net Income(Minor.),0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
Capital Stock,146.0,146.0,146.0,146.0,146.0,146.0,146.0,nan
Total Debt/Equity,96.64,81.42,95.4,88.27,92.98,99.28,95.4,nan
Reserve Ratio,3458.03,3917.18,4677.87,nan,4275.4,4373.23,4677.87,nan
Oper.Income Margin,5.15,8.79,9.79,10.09,9.58,11.42,8.42,nan
Net Income Margin,4.62,6.9,9.18,8.75,9.26,4.88,12.17,10.33
ROA,5.49,8.0,10.28,9.84,9.53,4.99,14.67,nan
ROE,11.07,15.09,19.43,17.62,18.31,9.78,28.94,nan
EPS(KRW),3678.0,5707.0,8535.0,9225.0,1956.0,1081.0,3343.0,2588.0
BPS(KRW),35580.0,40172.0,47779.0,56996.0,43754.0,44732.0,47779.0,nan
DPS(KRW),500.0,550.0,650.0,650.0,nan,nan,650.0,nan
PER,9.19,8.27,10.29,8.27,nan,nan,nan,nan
PBR,0.95,1.17,1.84,1.34,1.17,1.59,1.84,nan
Issued Shares,14569.0,14569.0,14569.0,nan,14569.0,14569.0,14569.0,nan
Div Yield,1.48,1.17,0.74,nan,nan,nan,0.74,nan
