계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,35101.0,43006.0,48950.0,54608.0,11938.0,11452.0,15715.0,10761.0
Operating Income,1432.0,2578.0,3625.0,5252.0,627.0,1114.0,1322.0,1024.0
Oper.Income(Rep.),1432.0,2578.0,3625.0,nan,627.0,1114.0,1322.0,1024.0
Net Income,291.0,1319.0,2229.0,3758.0,282.0,724.0,961.0,1036.0
Net Income(Contr.),102.0,1160.0,2226.0,3546.0,360.0,739.0,911.0,1022.0
Net Income(Minor.),189.0,159.0,3.0,nan,-78.0,-15.0,50.0,nan
Total Assets,46935.0,47613.0,62188.0,68608.0,50667.0,51006.0,62188.0,nan
Total Liabilities,35903.0,35371.0,41632.0,44787.0,38112.0,37748.0,41632.0,nan
Total Equity,11032.0,12242.0,20556.0,23821.0,12555.0,13258.0,20556.0,nan
Net Income(Contr.),9746.0,10803.0,19085.0,22185.0,11155.0,11847.0,19085.0,nan
Net Income(Minor.),1286.0,1438.0,1471.0,1636.0,1400.0,1412.0,1471.0,nan
Capital Stock,466.0,466.0,466.0,469.0,466.0,466.0,466.0,nan
Total Debt/Equity,325.44,288.94,202.53,188.02,303.56,284.71,202.53,nan
Reserve Ratio,1991.86,2218.66,3995.06,nan,2294.16,2442.47,3995.06,nan
Oper.Income Margin,4.08,6.0,7.41,9.62,5.25,9.73,8.41,nan
Net Income Margin,0.29,2.7,4.55,6.49,3.02,6.45,5.79,9.63
ROA,0.67,2.79,4.06,5.75,2.26,5.7,6.79,nan
ROE,1.07,11.29,14.9,17.19,13.13,25.71,23.55,nan
EPS(KRW),1096.0,12438.0,23876.0,38032.0,3861.0,7927.0,9766.0,10956.0
BPS(KRW),104593.0,115933.0,204753.0,238000.0,119708.0,127123.0,204753.0,nan
DPS(KRW),nan,2500.0,5000.0,6349.0,nan,nan,5000.0,nan
PER,71.2,13.02,16.46,15.07,nan,nan,nan,nan
PBR,0.75,1.4,1.92,2.41,2.89,2.74,1.92,nan
Issued Shares,9325.0,9325.0,9325.0,nan,9325.0,9325.0,9325.0,nan
Div Yield,nan,1.54,1.27,nan,nan,nan,1.27,nan
