계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,nan,nan,383.0,nan,nan,nan,383.0,945.0
Operating Income,nan,nan,-0.0,nan,nan,nan,-0.0,152.0
Oper.Income(Rep.),nan,nan,-0.0,nan,nan,nan,-0.0,152.0
Net Income,nan,nan,-11.0,nan,nan,nan,-11.0,83.0
Net Income(Contr.),nan,nan,-9.0,nan,nan,nan,-9.0,54.0
Net Income(Minor.),nan,nan,-2.0,nan,nan,nan,-2.0,nan
Total Assets,nan,nan,22696.0,nan,nan,nan,22696.0,nan
Total Liabilities,nan,nan,10328.0,nan,nan,nan,10328.0,nan
Total Equity,nan,nan,12367.0,nan,nan,nan,12367.0,nan
Net Income(Contr.),nan,nan,8365.0,nan,nan,nan,8365.0,nan
Net Income(Minor.),nan,nan,4002.0,nan,nan,nan,4002.0,nan
Capital Stock,nan,nan,198.0,nan,nan,nan,198.0,nan
Total Debt/Equity,nan,nan,83.51,nan,nan,nan,83.51,nan
Reserve Ratio,nan,nan,4124.3,nan,nan,nan,4124.3,nan
Oper.Income Margin,nan,nan,-0.1,nan,nan,nan,-0.1,nan
Net Income Margin,nan,nan,-2.43,nan,nan,nan,-2.43,8.83
ROA,nan,nan,nan,nan,nan,nan,nan,nan
ROE,nan,nan,nan,nan,nan,nan,nan,nan
EPS(KRW),nan,nan,-47.0,nan,nan,nan,-47.0,272.0
BPS(KRW),nan,nan,42243.0,nan,nan,nan,42243.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,nan,nan,0.53,nan,nan,nan,0.53,nan
Issued Shares,nan,nan,19831.0,nan,nan,nan,19831.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
