계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,4894.0,3870.0,4228.0,4499.0,1157.0,1007.0,1042.0,1131.0
Operating Income,971.0,422.0,868.0,1071.0,276.0,184.0,250.0,264.0
Oper.Income(Rep.),971.0,422.0,868.0,nan,276.0,184.0,250.0,264.0
Net Income,854.0,328.0,701.0,848.0,186.0,82.0,283.0,200.0
Net Income(Contr.),854.0,328.0,707.0,854.0,189.0,84.0,285.0,202.0
Net Income(Minor.),nan,nan,-7.0,nan,-3.0,-2.0,-1.0,nan
Total Assets,4639.0,5718.0,8260.0,9290.0,7776.0,8402.0,8260.0,nan
Total Liabilities,836.0,1658.0,3574.0,3828.0,3276.0,3910.0,3574.0,nan
Total Equity,3803.0,4060.0,4685.0,5462.0,4500.0,4492.0,4685.0,nan
Net Income(Contr.),3803.0,4060.0,4630.0,5416.0,4441.0,4435.0,4630.0,nan
Net Income(Minor.),0.0,0.0,55.0,46.0,58.0,56.0,55.0,nan
Capital Stock,101.0,101.0,101.0,100.0,101.0,101.0,101.0,nan
Total Debt/Equity,22.0,40.84,76.29,70.09,72.8,87.05,76.29,nan
Reserve Ratio,3874.08,4113.93,4868.38,nan,4491.52,4577.92,4868.38,nan
Oper.Income Margin,19.85,10.89,20.53,23.81,23.86,18.3,24.0,nan
Net Income Margin,17.44,8.47,16.72,18.99,16.36,8.35,27.32,17.7
ROA,18.67,6.33,10.02,9.67,10.43,4.05,13.61,nan
ROE,24.78,8.34,16.27,17.01,17.61,7.58,25.11,nan
EPS(KRW),4264.0,1624.0,3498.0,4224.0,937.0,416.0,1407.0,999.0
BPS(KRW),19870.0,21070.0,24842.0,28728.0,22958.0,23390.0,24842.0,nan
DPS(KRW),450.0,250.0,350.0,383.0,nan,nan,350.0,nan
PER,7.11,19.7,5.75,5.34,nan,nan,nan,nan
PBR,1.52,1.52,0.81,0.78,1.78,1.17,0.81,nan
Issued Shares,20126.0,20202.0,20228.0,nan,20202.0,20228.0,20228.0,nan
Div Yield,1.49,0.78,1.74,nan,nan,nan,1.74,nan
