계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,1333.0,1540.0,1906.0,nan,466.0,469.0,517.0,453.0
Operating Income,75.0,35.0,52.0,nan,1.0,6.0,44.0,4.0
Oper.Income(Rep.),75.0,35.0,52.0,nan,1.0,6.0,44.0,4.0
Net Income,41.0,-10.0,-16.0,nan,-10.0,-10.0,8.0,23.0
Net Income(Contr.),36.0,-17.0,-16.0,nan,-11.0,-6.0,4.0,24.0
Net Income(Minor.),5.0,8.0,0.0,nan,0.0,-4.0,4.0,nan
Total Assets,1619.0,1550.0,1601.0,nan,1634.0,1617.0,1601.0,nan
Total Liabilities,384.0,415.0,523.0,nan,544.0,538.0,523.0,nan
Total Equity,1235.0,1135.0,1078.0,nan,1090.0,1079.0,1078.0,nan
Net Income(Contr.),1167.0,1051.0,992.0,nan,1005.0,997.0,992.0,nan
Net Income(Minor.),68.0,84.0,86.0,nan,86.0,82.0,86.0,nan
Capital Stock,261.0,261.0,261.0,nan,261.0,261.0,261.0,nan
Total Debt/Equity,31.07,36.52,48.52,nan,49.89,49.8,48.52,nan
Reserve Ratio,372.59,328.1,305.6,nan,310.36,307.56,305.6,nan
Oper.Income Margin,5.66,2.28,2.71,nan,0.17,1.3,8.48,nan
Net Income Margin,2.69,-1.11,-0.83,nan,-2.26,-1.34,0.81,5.11
ROA,2.64,-0.61,-0.99,nan,-2.51,-2.5,2.0,nan
ROE,3.06,-1.54,-1.55,nan,-4.16,-2.52,1.69,nan
EPS(KRW),69.0,-33.0,-30.0,nan,-20.0,-12.0,8.0,47.0
BPS(KRW),2363.0,2141.0,2028.0,nan,2052.0,2038.0,2028.0,nan
DPS(KRW),60.0,60.0,30.0,nan,nan,nan,30.0,nan
PER,73.36,nan,nan,nan,nan,nan,nan,nan
PBR,2.13,2.21,1.7,nan,2.28,1.95,1.7,nan
Issued Shares,52197.0,52197.0,52197.0,nan,52197.0,52197.0,52197.0,nan
Div Yield,1.19,1.27,0.87,nan,nan,nan,0.87,nan
