계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,2621.0,3967.0,3964.0,4436.0,988.0,938.0,1059.0,1099.0
Operating Income,-139.0,510.0,383.0,636.0,132.0,58.0,55.0,202.0
Oper.Income(Rep.),-139.0,510.0,383.0,nan,132.0,58.0,55.0,202.0
Net Income,-227.0,438.0,331.0,523.0,113.0,60.0,55.0,161.0
Net Income(Contr.),-227.0,438.0,331.0,527.0,113.0,60.0,55.0,161.0
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,6095.0,6394.0,6162.0,6547.0,6059.0,6013.0,6162.0,nan
Total Liabilities,2271.0,2276.0,2027.0,2082.0,1944.0,1875.0,2027.0,nan
Total Equity,3825.0,4118.0,4135.0,4465.0,4116.0,4138.0,4135.0,nan
Net Income(Contr.),3825.0,4118.0,4135.0,4410.0,4116.0,4138.0,4135.0,nan
Net Income(Minor.),0.0,0.0,0.0,55.0,0.0,0.0,0.0,nan
Capital Stock,309.0,309.0,309.0,310.0,309.0,309.0,309.0,nan
Total Debt/Equity,59.37,55.26,49.01,46.64,47.22,45.3,49.01,nan
Reserve Ratio,1136.61,1231.52,1237.13,nan,1230.79,1238.07,1237.13,nan
Oper.Income Margin,-5.31,12.86,9.67,14.33,13.37,6.18,5.17,nan
Net Income Margin,-8.68,11.05,8.34,11.88,11.46,6.45,5.19,14.66
ROA,-3.99,7.02,5.27,8.23,7.27,4.01,3.61,nan
ROE,-5.94,11.04,8.01,12.33,11.16,5.86,5.31,nan
EPS(KRW),-368.0,709.0,534.0,852.0,183.0,98.0,89.0,260.0
BPS(KRW),6183.0,6658.0,6686.0,7129.0,6654.0,6690.0,6686.0,nan
DPS(KRW),nan,353.0,282.0,367.0,60.0,nan,222.0,nan
PER,nan,19.03,20.66,15.63,nan,nan,nan,nan
PBR,3.06,2.03,1.65,1.87,1.91,1.86,1.65,nan
Issued Shares,61856.0,61856.0,61856.0,nan,61856.0,61856.0,61856.0,nan
Div Yield,nan,2.62,2.55,nan,0.47,nan,2.01,nan
