계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,5304.0,5483.0,5547.0,nan,1248.0,1165.0,2272.0,808.0
Operating Income,248.0,264.0,296.0,nan,62.0,76.0,234.0,-95.0
Oper.Income(Rep.),248.0,264.0,296.0,nan,62.0,76.0,234.0,-95.0
Net Income,181.0,162.0,227.0,nan,68.0,56.0,178.0,-78.0
Net Income(Contr.),181.0,162.0,227.0,nan,68.0,56.0,178.0,-78.0
Net Income(Minor.),0.0,-0.0,-0.0,nan,-0.0,0.0,0.0,nan
Total Assets,5422.0,5478.0,5531.0,nan,4766.0,4979.0,5531.0,nan
Total Liabilities,3682.0,3650.0,3502.0,nan,2989.0,3169.0,3502.0,nan
Total Equity,1739.0,1828.0,2029.0,nan,1777.0,1810.0,2029.0,nan
Net Income(Contr.),1739.0,1828.0,2029.0,nan,1777.0,1810.0,2029.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,176.0,176.0,176.0,nan,176.0,176.0,176.0,nan
Total Debt/Equity,211.71,199.69,172.55,nan,168.23,175.04,172.55,nan
Reserve Ratio,929.98,980.39,1095.03,nan,951.47,970.38,1095.03,nan
Oper.Income Margin,4.67,4.82,5.33,nan,4.93,6.51,10.29,nan
Net Income Margin,3.42,2.96,4.09,nan,5.46,4.77,7.85,-9.66
ROA,3.28,2.97,4.12,nan,5.96,4.56,13.58,nan
ROE,10.82,9.09,11.77,nan,15.69,12.38,37.17,nan
EPS(KRW),1094.0,978.0,1370.0,nan,411.0,335.0,1077.0,-471.0
BPS(KRW),10924.0,11459.0,12675.0,nan,11152.0,11353.0,12675.0,nan
DPS(KRW),400.0,450.0,550.0,nan,nan,nan,550.0,nan
PER,5.39,6.37,4.63,nan,nan,nan,nan,nan
PBR,0.54,0.54,0.5,nan,0.56,0.56,0.5,nan
Issued Shares,16567.0,16567.0,16567.0,nan,16567.0,16567.0,16567.0,nan
Div Yield,6.78,7.22,8.68,nan,nan,nan,8.68,nan
