계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,67987.0,75570.0,78717.0,79490.0,20049.0,19214.0,19570.0,18637.0
Operating Income,5694.0,4609.0,4602.0,5375.0,1340.0,1305.0,754.0,1054.0
Oper.Income(Rep.),5694.0,4609.0,4602.0,nan,1340.0,1305.0,754.0,1054.0
Net Income,10670.0,-18167.0,-1619.0,4901.0,871.0,785.0,-3952.0,1909.0
Net Income(Contr.),13580.0,-10126.0,553.0,4697.0,1013.0,1058.0,-2255.0,1689.0
Net Income(Minor.),-2910.0,-8041.0,-2171.0,nan,-141.0,-273.0,-1697.0,nan
Total Assets,229635.0,251800.0,257730.0,262831.0,257051.0,256963.0,257730.0,nan
Total Liabilities,94478.0,113214.0,118301.0,117964.0,116679.0,115206.0,118301.0,nan
Total Equity,135157.0,138586.0,139429.0,144867.0,140373.0,141757.0,139429.0,nan
Net Income(Contr.),99837.0,97637.0,101413.0,106676.0,99602.0,101740.0,101413.0,nan
Net Income(Minor.),35320.0,40949.0,38016.0,38191.0,40770.0,40017.0,38016.0,nan
Capital Stock,446.0,445.0,444.0,441.0,444.0,444.0,444.0,nan
Total Debt/Equity,69.9,81.69,84.85,81.43,83.12,81.27,84.85,nan
Reserve Ratio,22291.17,21826.03,22734.76,nan,22338.1,22815.11,22734.76,nan
Oper.Income Margin,8.37,6.1,5.85,6.76,6.68,6.79,3.85,nan
Net Income Margin,19.97,-13.4,0.7,5.91,5.05,5.51,-11.52,10.24
ROA,4.66,-7.55,-0.64,1.88,1.36,1.22,-6.14,nan
ROE,13.62,-10.26,0.56,4.51,4.09,4.2,-8.88,nan
EPS(KRW),3049.0,-2276.0,124.0,1062.0,228.0,239.0,-508.0,382.0
BPS(KRW),22416.0,21951.0,22860.0,24153.0,22463.0,22941.0,22860.0,nan
DPS(KRW),60.0,61.0,68.0,68.0,nan,nan,68.0,nan
PER,17.42,nan,306.85,34.33,nan,nan,nan,nan
PBR,2.37,2.47,1.67,1.51,1.81,1.58,1.67,nan
Issued Shares,445424.0,444850.0,443662.0,nan,443443.0,443531.0,443662.0,nan
Div Yield,0.11,0.11,0.18,nan,nan,nan,0.18,nan
