계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,8508.0,9611.0,9897.0,11516.0,2539.0,2422.0,2736.0,2314.0
Operating Income,910.0,1135.0,873.0,1571.0,247.0,133.0,337.0,326.0
Oper.Income(Rep.),910.0,1135.0,873.0,nan,247.0,133.0,337.0,326.0
Net Income,820.0,827.0,8.0,2727.0,84.0,37.0,-237.0,2429.0
Net Income(Contr.),800.0,873.0,183.0,2621.0,73.0,63.0,-73.0,2384.0
Net Income(Minor.),20.0,-46.0,-175.0,nan,12.0,-26.0,-164.0,nan
Total Assets,14630.0,15410.0,14191.0,16583.0,14860.0,14218.0,14191.0,nan
Total Liabilities,5769.0,6316.0,5900.0,6215.0,6238.0,5735.0,5900.0,nan
Total Equity,8861.0,9094.0,8291.0,10583.0,8623.0,8483.0,8291.0,nan
Net Income(Contr.),6967.0,7225.0,6648.0,8744.0,6729.0,6702.0,6648.0,nan
Net Income(Minor.),1894.0,1869.0,1643.0,1840.0,1894.0,1780.0,1643.0,nan
Capital Stock,119.0,119.0,119.0,120.0,119.0,119.0,119.0,nan
Total Debt/Equity,65.1,69.45,71.17,58.73,72.34,67.61,71.17,nan
Reserve Ratio,5794.35,6226.24,5809.3,nan,6071.15,5854.97,5809.3,nan
Oper.Income Margin,10.7,11.81,8.82,13.64,9.75,5.5,12.31,nan
Net Income Margin,9.4,9.08,1.85,22.75,2.86,2.6,-2.67,104.96
ROA,5.91,5.5,0.06,17.72,2.28,1.02,-6.68,nan
ROE,12.18,12.3,2.64,34.05,4.26,3.76,-4.38,nan
EPS(KRW),3363.0,3664.0,778.0,11416.0,307.0,269.0,-313.0,10386.0
BPS(KRW),29472.0,31631.0,30150.0,39908.0,31172.0,30383.0,30150.0,nan
DPS(KRW),1200.0,1200.0,400.0,886.0,nan,nan,400.0,nan
PER,22.81,25.14,97.15,10.42,nan,nan,nan,nan
PBR,2.6,2.91,2.51,2.98,2.58,2.2,2.51,nan
Issued Shares,23805.0,23831.0,23354.0,nan,23590.0,23354.0,23354.0,nan
Div Yield,1.56,1.3,0.53,nan,nan,nan,0.53,nan
