계정,2022/12,2023/12,2024/12,2025/12(E),2024/09,2024/12,2025/03,2025/06(E)
Sales,567.0,667.0,607.0,nan,234.0,98.0,127.0,nan
Operating Income,-23.0,-82.0,-70.0,nan,15.0,-26.0,3.0,nan
Oper.Income(Rep.),-23.0,-82.0,-70.0,nan,15.0,-26.0,3.0,nan
Net Income,-13.0,-497.0,-8.0,nan,-6.0,26.0,-47.0,nan
Net Income(Contr.),-10.0,-500.0,-6.0,nan,-7.0,27.0,-47.0,nan
Net Income(Minor.),-3.0,3.0,-2.0,nan,1.0,-1.0,-1.0,nan
Total Assets,875.0,1330.0,1070.0,nan,1111.0,1070.0,1068.0,nan
Total Liabilities,634.0,1023.0,755.0,nan,826.0,755.0,726.0,nan
Total Equity,241.0,307.0,314.0,nan,286.0,314.0,342.0,nan
Net Income(Contr.),249.0,313.0,322.0,nan,292.0,322.0,350.0,nan
Net Income(Minor.),-8.0,-6.0,-7.0,nan,-7.0,-7.0,-8.0,nan
Capital Stock,71.0,89.0,91.0,nan,89.0,91.0,94.0,nan
Total Debt/Equity,262.55,333.18,240.24,nan,289.21,240.24,212.03,nan
Reserve Ratio,250.44,252.54,253.91,nan,227.74,253.91,272.91,nan
Oper.Income Margin,-4.12,-12.31,-11.53,nan,6.57,-26.66,2.31,nan
Net Income Margin,-1.77,-74.89,-0.93,nan,-2.78,27.99,-36.72,nan
ROA,-1.52,-45.08,-0.66,nan,-2.13,9.65,-17.69,nan
ROE,-4.0,-177.6,-1.78,nan,-8.8,35.6,-55.5,nan
EPS(KRW),-66.0,-2831.0,-31.0,nan,-36.0,150.0,-255.0,nan
BPS(KRW),1635.0,1763.0,1770.0,nan,1639.0,1770.0,1865.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,3.67,10.35,4.26,nan,5.28,4.26,6.37,nan
Issued Shares,14231.0,17773.0,18172.0,nan,17837.0,18172.0,18782.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
