계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,1100.0,1349.0,1389.0,1536.0,316.0,368.0,364.0,362.0
Operating Income,15.0,22.0,2.0,41.0,-31.0,4.0,27.0,-4.0
Oper.Income(Rep.),15.0,22.0,2.0,nan,-31.0,4.0,27.0,-4.0
Net Income,3.0,35.0,-18.0,58.0,-33.0,2.0,16.0,-2.0
Net Income(Contr.),3.0,35.0,-18.0,58.0,-33.0,2.0,16.0,-2.0
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,2135.0,2397.0,2129.0,2282.0,2129.0,2129.0,2129.0,nan
Total Liabilities,452.0,535.0,445.0,505.0,426.0,416.0,445.0,nan
Total Equity,1683.0,1862.0,1684.0,1777.0,1703.0,1714.0,1684.0,nan
Net Income(Contr.),1683.0,1862.0,1684.0,1775.0,1703.0,1714.0,1684.0,nan
Net Income(Minor.),0.0,0.0,0.0,2.0,0.0,0.0,0.0,nan
Capital Stock,261.0,261.0,261.0,260.0,261.0,261.0,261.0,nan
Total Debt/Equity,26.86,28.75,26.45,28.43,25.02,24.26,26.45,nan
Reserve Ratio,594.8,663.48,592.71,nan,602.03,606.02,592.71,nan
Oper.Income Margin,1.37,1.64,0.17,2.64,-9.68,1.17,7.52,nan
Net Income Margin,0.23,2.6,-1.3,3.78,-10.52,0.6,4.45,-0.58
ROA,0.12,1.55,-0.8,2.63,-6.12,0.42,3.04,nan
ROE,0.15,1.98,-1.02,3.35,-7.63,0.52,3.82,nan
EPS(KRW),5.0,67.0,-35.0,111.0,-64.0,4.0,31.0,-4.0
BPS(KRW),3474.0,3817.0,3464.0,3639.0,3510.0,3530.0,3464.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,3697.74,659.6,nan,231.49,nan,nan,nan,nan
PBR,5.12,11.6,11.16,7.06,8.82,10.98,11.16,nan
Issued Shares,52241.0,52241.0,52241.0,nan,52241.0,52241.0,52241.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
