계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,1472.0,1430.0,1256.0,1237.0,329.0,311.0,258.0,272.0
Operating Income,254.0,197.0,66.0,66.0,22.0,16.0,-13.0,-17.0
Oper.Income(Rep.),254.0,197.0,66.0,nan,22.0,16.0,-13.0,-17.0
Net Income,218.0,195.0,77.0,84.0,28.0,17.0,-10.0,2.0
Net Income(Contr.),220.0,196.0,78.0,88.0,28.0,16.0,-9.0,2.0
Net Income(Minor.),-2.0,-1.0,-1.0,nan,-0.0,1.0,-1.0,nan
Total Assets,2620.0,2775.0,2692.0,2709.0,2734.0,2740.0,2692.0,nan
Total Liabilities,365.0,367.0,245.0,267.0,270.0,255.0,245.0,nan
Total Equity,2255.0,2408.0,2447.0,2442.0,2465.0,2486.0,2447.0,nan
Net Income(Contr.),2247.0,2402.0,2444.0,2440.0,2463.0,2483.0,2444.0,nan
Net Income(Minor.),8.0,6.0,3.0,3.0,2.0,3.0,3.0,nan
Capital Stock,83.0,83.0,83.0,83.0,83.0,83.0,83.0,nan
Total Debt/Equity,16.19,15.24,10.03,10.91,10.93,10.24,10.03,nan
Reserve Ratio,2802.03,2988.56,3038.89,nan,3061.49,3086.08,3038.89,nan
Oper.Income Margin,17.23,13.77,5.28,5.34,6.83,5.13,-5.1,nan
Net Income Margin,14.98,13.71,6.24,7.07,8.49,5.17,-3.62,0.82
ROA,8.67,7.22,2.83,3.09,3.92,2.51,-1.48,nan
ROE,10.37,8.43,3.23,3.58,4.57,2.6,-1.52,nan
EPS(KRW),1329.0,1181.0,472.0,527.0,168.0,97.0,-56.0,13.0
BPS(KRW),14510.0,15443.0,15694.0,15668.0,15807.0,15930.0,15694.0,nan
DPS(KRW),300.0,100.0,100.0,100.0,nan,nan,100.0,nan
PER,8.28,7.91,13.03,12.63,nan,nan,nan,nan
PBR,0.76,0.61,0.39,0.43,0.51,0.44,0.39,nan
Issued Shares,16591.0,16591.0,16591.0,nan,16591.0,16591.0,16591.0,nan
Div Yield,2.73,1.07,1.63,nan,nan,nan,1.63,nan
