계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,509833.0,552498.0,489161.0,503036.0,122997.0,126704.0,123366.0,121710.0
Operating Income,29794.0,18523.0,-5632.0,18587.0,-419.0,324.0,-6293.0,4470.0
Oper.Income(Rep.),29794.0,25292.0,9168.0,nan,4059.0,4984.0,-2520.0,4470.0
Net Income,21955.0,20534.0,5150.0,9966.0,598.0,10127.0,-8992.0,2604.0
Net Income(Contr.),18454.0,13378.0,-6909.0,5406.0,-3169.0,5447.0,-10554.0,nan
Net Income(Minor.),3502.0,7156.0,12059.0,nan,3767.0,4680.0,1562.0,nan
Total Assets,679738.0,774667.0,938578.0,988856.0,841877.0,887949.0,938578.0,nan
Total Liabilities,304927.0,365285.0,458623.0,487857.0,399236.0,431777.0,458623.0,nan
Total Equity,374811.0,409382.0,479955.0,500999.0,442641.0,456172.0,479955.0,nan
Net Income(Contr.),314506.0,321926.0,332842.0,350492.0,326758.0,327807.0,332842.0,nan
Net Income(Minor.),60306.0,87456.0,147113.0,150507.0,115883.0,128365.0,147113.0,nan
Capital Stock,3914.0,3914.0,3914.0,3911.0,3914.0,3914.0,3914.0,nan
Total Debt/Equity,81.35,89.23,95.56,97.38,90.19,94.65,95.56,nan
Reserve Ratio,7935.35,8124.93,8403.82,nan,8248.37,8275.18,8403.82,nan
Oper.Income Margin,5.84,3.35,-1.15,3.69,-0.34,0.26,-5.1,nan
Net Income Margin,3.62,2.42,-1.41,1.07,-2.58,4.3,-8.56,2.14
ROA,3.69,2.82,0.6,1.03,0.29,4.68,-3.94,nan
ROE,6.94,4.2,-2.11,1.58,-3.89,6.66,-12.78,nan
EPS(KRW),23574.0,17090.0,-8825.0,6906.0,-4048.0,6958.0,-13482.0,3326.0
BPS(KRW),401768.0,411247.0,425191.0,447739.0,417419.0,418760.0,425191.0,nan
DPS(KRW),10000.0,3500.0,1000.0,1406.0,nan,nan,1000.0,nan
PER,25.45,29.2,nan,28.35,nan,nan,nan,nan
PBR,1.49,1.21,0.59,0.44,0.83,0.85,0.59,nan
Issued Shares,70592.0,70592.0,70592.0,nan,70592.0,70592.0,70592.0,nan
Div Yield,1.67,0.7,0.4,nan,nan,nan,0.4,nan
