계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,10295.0,10354.0,11213.0,nan,3181.0,2585.0,2793.0,2352.0
Operating Income,243.0,187.0,70.0,nan,-97.0,51.0,38.0,66.0
Oper.Income(Rep.),243.0,187.0,70.0,nan,-97.0,51.0,38.0,66.0
Net Income,181.0,158.0,68.0,nan,-72.0,41.0,36.0,53.0
Net Income(Contr.),171.0,147.0,53.0,nan,-78.0,38.0,34.0,50.0
Net Income(Minor.),10.0,12.0,15.0,nan,6.0,3.0,2.0,nan
Total Assets,4161.0,4349.0,4351.0,nan,4476.0,4084.0,4351.0,nan
Total Liabilities,2246.0,2349.0,2321.0,nan,2537.0,2099.0,2321.0,nan
Total Equity,1916.0,2001.0,2029.0,nan,1938.0,1984.0,2029.0,nan
Net Income(Contr.),1834.0,1908.0,1922.0,nan,1835.0,1879.0,1922.0,nan
Net Income(Minor.),82.0,93.0,108.0,nan,103.0,106.0,108.0,nan
Capital Stock,238.0,238.0,238.0,nan,238.0,238.0,238.0,nan
Total Debt/Equity,117.22,117.4,114.38,nan,130.91,105.79,114.38,nan
Reserve Ratio,718.97,749.92,755.7,nan,719.58,737.67,755.7,nan
Oper.Income Margin,2.36,1.81,0.62,nan,-3.05,1.96,1.35,nan
Net Income Margin,1.66,1.41,0.47,nan,-2.46,1.46,1.22,2.25
ROA,4.35,3.71,1.57,nan,-6.49,3.81,3.45,nan
ROE,9.52,7.83,2.75,nan,-16.69,8.15,7.16,nan
EPS(KRW),400.0,343.0,123.0,nan,-183.0,89.0,80.0,116.0
BPS(KRW),4575.0,4747.0,4780.0,nan,4578.0,4679.0,4780.0,nan
DPS(KRW),120.0,100.0,100.0,nan,nan,nan,100.0,nan
PER,5.46,10.49,21.7,nan,nan,nan,nan,nan
PBR,0.48,0.76,0.56,nan,0.71,0.67,0.56,nan
Issued Shares,42685.0,42685.0,42685.0,nan,42685.0,42685.0,42685.0,nan
Div Yield,5.49,2.78,3.73,nan,nan,nan,3.73,nan
