계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,8465.0,8289.0,8971.0,nan,nan,nan,nan,nan
Operating Income,525.0,659.0,882.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),525.0,659.0,882.0,nan,nan,nan,0.0,nan
Net Income,381.0,472.0,616.0,nan,nan,nan,nan,nan
Net Income(Contr.),381.0,472.0,616.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,18031.0,18480.0,18896.0,nan,nan,nan,18896.0,nan
Total Liabilities,6389.0,6443.0,6382.0,nan,nan,nan,6382.0,nan
Total Equity,11642.0,12036.0,12514.0,nan,nan,nan,12514.0,nan
Net Income(Contr.),11642.0,12036.0,12514.0,nan,nan,nan,12514.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,145.0,145.0,145.0,nan,nan,nan,145.0,nan
Total Debt/Equity,54.88,53.53,51.0,nan,nan,nan,51.0,nan
Reserve Ratio,8122.96,8228.44,8558.7,nan,nan,nan,8558.7,nan
Oper.Income Margin,6.2,7.95,9.83,nan,nan,nan,nan,nan
Net Income Margin,4.5,5.69,6.86,nan,nan,nan,nan,nan
ROA,2.09,2.59,3.3,nan,nan,nan,nan,nan
ROE,3.29,3.99,5.02,nan,nan,nan,nan,nan
EPS(KRW),1319.0,1661.0,2174.0,nan,nan,nan,0.0,nan
BPS(KRW),41115.0,42487.0,44172.0,nan,nan,nan,44172.0,nan
DPS(KRW),320.0,350.0,350.0,nan,nan,nan,350.0,nan
PER,28.08,26.75,16.49,nan,nan,nan,nan,nan
PBR,0.9,1.05,0.81,nan,nan,nan,0.81,nan
Issued Shares,28905.0,28330.0,28330.0,nan,nan,nan,28330.0,nan
Div Yield,0.86,0.79,0.98,nan,nan,nan,0.98,nan
