계정,2022/12,2023/12,2024/12,2025/12(E),2024/09,2024/12,2025/03,2025/06(E)
Sales,966.0,933.0,923.0,nan,nan,nan,nan,nan
Operating Income,116.0,110.0,85.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),116.0,110.0,85.0,nan,nan,0.0,nan,nan
Net Income,137.0,130.0,97.0,nan,nan,nan,nan,nan
Net Income(Contr.),137.0,130.0,97.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,1738.0,1963.0,2022.0,nan,nan,2022.0,nan,nan
Total Liabilities,272.0,297.0,291.0,nan,nan,291.0,nan,nan
Total Equity,1466.0,1666.0,1730.0,nan,nan,1730.0,nan,nan
Net Income(Contr.),1466.0,1666.0,1730.0,nan,nan,1730.0,nan,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,0.0,nan,nan
Capital Stock,36.0,36.0,36.0,nan,nan,36.0,nan,nan
Total Debt/Equity,18.53,17.83,16.82,nan,nan,16.82,nan,nan
Reserve Ratio,3984.08,4540.03,4718.8,nan,nan,4718.8,nan,nan
Oper.Income Margin,12.0,11.79,9.19,nan,nan,nan,nan,nan
Net Income Margin,14.22,13.89,10.49,nan,nan,nan,nan,nan
ROA,8.16,7.0,4.86,nan,nan,nan,nan,nan
ROE,9.76,8.27,5.7,nan,nan,nan,nan,nan
EPS(KRW),1911.0,1802.0,1346.0,nan,nan,0.0,nan,nan
BPS(KRW),20420.0,23200.0,24094.0,nan,nan,24094.0,nan,nan
DPS(KRW),400.0,450.0,420.0,nan,nan,420.0,nan,nan
PER,8.4,9.28,9.57,nan,nan,nan,nan,nan
PBR,0.79,0.72,0.53,nan,nan,0.53,nan,nan
Issued Shares,7190.0,7190.0,7190.0,nan,nan,7190.0,nan,nan
Div Yield,2.49,2.69,3.26,nan,nan,3.26,nan,nan
