계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,16973.0,18138.0,19369.0,nan,4733.0,5159.0,5039.0,nan
Operating Income,2073.0,1956.0,2819.0,nan,687.0,1017.0,630.0,nan
Oper.Income(Rep.),2073.0,1956.0,2819.0,nan,687.0,1017.0,630.0,nan
Net Income,1203.0,1914.0,689.0,nan,184.0,580.0,-325.0,nan
Net Income(Contr.),1026.0,1527.0,579.0,nan,200.0,445.0,-277.0,nan
Net Income(Minor.),177.0,388.0,110.0,nan,-16.0,135.0,-49.0,nan
Total Assets,21589.0,23593.0,27207.0,nan,25495.0,26538.0,27207.0,nan
Total Liabilities,8794.0,9225.0,12182.0,nan,10782.0,11098.0,12182.0,nan
Total Equity,12795.0,14368.0,15025.0,nan,14713.0,15440.0,15025.0,nan
Net Income(Contr.),8288.0,9348.0,9965.0,nan,9773.0,10284.0,9965.0,nan
Net Income(Minor.),4507.0,5020.0,5060.0,nan,4940.0,5156.0,5060.0,nan
Capital Stock,291.0,291.0,291.0,nan,291.0,291.0,291.0,nan
Total Debt/Equity,68.73,64.2,81.08,nan,73.28,71.88,81.08,nan
Reserve Ratio,2978.63,3377.1,3589.37,nan,3523.32,3699.06,3589.37,nan
Oper.Income Margin,12.22,10.78,14.55,nan,14.51,19.72,12.51,nan
Net Income Margin,6.04,8.42,2.99,nan,4.22,8.62,-5.49,nan
ROA,5.88,8.47,2.71,nan,2.94,8.92,-4.84,nan
ROE,13.17,17.31,5.99,nan,8.14,17.74,-10.93,nan
EPS(KRW),1764.0,2626.0,996.0,nan,344.0,765.0,-476.0,nan
BPS(KRW),15393.0,17385.0,18447.0,nan,18117.0,18995.0,18447.0,nan
DPS(KRW),100.0,100.0,200.0,nan,nan,nan,200.0,nan
PER,11.54,7.86,21.7,nan,nan,nan,nan,nan
PBR,1.32,1.19,1.17,nan,0.85,1.24,1.17,nan
Issued Shares,58142.0,58142.0,58142.0,nan,58142.0,58142.0,58142.0,nan
Div Yield,0.49,0.48,0.93,nan,nan,nan,0.93,nan
