계정,2022/12,2023/12,2024/12,2025/12(E),2024/09,2024/12,2025/03,2025/06(E)
Sales,32033.0,40664.0,40443.0,42012.0,10785.0,9705.0,9751.0,10868.0
Operating Income,1124.0,1770.0,1571.0,1719.0,760.0,-196.0,164.0,512.0
Oper.Income(Rep.),1124.0,1770.0,1571.0,nan,760.0,-196.0,164.0,nan
Net Income,439.0,678.0,820.0,1022.0,462.0,-250.0,227.0,312.0
Net Income(Contr.),470.0,705.0,846.0,1015.0,461.0,-251.0,237.0,365.0
Net Income(Minor.),-32.0,-28.0,-26.0,nan,1.0,1.0,-9.0,nan
Total Assets,41053.0,41991.0,43417.0,44228.0,43163.0,43417.0,43982.0,nan
Total Liabilities,19936.0,20565.0,21153.0,21282.0,20980.0,21153.0,21604.0,nan
Total Equity,21116.0,21426.0,22264.0,22947.0,22183.0,22264.0,22378.0,nan
Net Income(Contr.),20238.0,20542.0,21347.0,22069.0,21304.0,21347.0,21441.0,nan
Net Income(Minor.),878.0,885.0,916.0,877.0,879.0,916.0,937.0,nan
Capital Stock,47.0,47.0,47.0,49.0,47.0,47.0,47.0,nan
Total Debt/Equity,94.41,95.98,95.01,92.75,94.57,95.01,96.54,nan
Reserve Ratio,43296.63,43939.7,45647.46,nan,45556.05,45647.46,45351.79,nan
Oper.Income Margin,3.51,4.35,3.88,4.09,7.05,-2.02,1.68,4.71
Net Income Margin,1.47,1.73,2.09,2.42,4.27,-2.58,2.43,3.36
ROA,1.3,1.63,1.92,2.33,4.26,-2.31,2.08,nan
ROE,2.89,3.46,4.04,4.68,8.65,-4.7,4.42,nan
EPS(KRW),5931.0,7476.0,8969.0,10863.0,4883.0,-2658.0,2508.0,3905.0
BPS(KRW),216983.0,220199.0,228737.0,239693.0,228280.0,228737.0,227259.0,nan
DPS(KRW),2300.0,3000.0,3300.0,3483.0,nan,3300.0,nan,nan
PER,20.65,16.56,12.44,10.31,nan,nan,nan,nan
PBR,0.56,0.56,0.49,0.47,0.62,0.49,0.51,nan
Issued Shares,9435.0,9435.0,9435.0,nan,9435.0,9435.0,9435.0,nan
Div Yield,1.88,2.42,2.96,nan,nan,2.96,nan,nan
