계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,360,380.0,374.0,504.0,nan,90.0,nan,nan
Operating Income,28,43.0,36.0,74.0,nan,10.0,nan,nan
Oper.Income(Rep.),28,43.0,36.0,nan,0.0,10.0,0.0,nan
Net Income,18,11.0,28.0,40.0,nan,4.0,nan,nan
Net Income(Contr.),18,11.0,28.0,40.0,nan,4.0,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,745,716.0,765.0,nan,759.0,744.0,765.0,nan
Total Liabilities,466,429.0,328.0,nan,385.0,327.0,328.0,nan
Total Equity,279,287.0,437.0,nan,374.0,417.0,437.0,nan
Net Income(Contr.),279,287.0,437.0,nan,374.0,417.0,437.0,nan
Net Income(Minor.),0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,19,19.0,25.0,nan,23.0,25.0,25.0,nan
Total Debt/Equity,167.34,149.46,75.16,nan,102.87,78.44,75.16,nan
Reserve Ratio,1441.41,1485.26,1673.94,nan,1599.27,1597.86,1673.94,nan
Oper.Income Margin,7.79,11.25,9.63,14.68,nan,11.29,nan,nan
Net Income Margin,5.03,3.01,7.42,7.94,nan,4.27,nan,nan
ROA,N/A(IFRS),1.57,3.75,5.23,nan,2.04,0.0,nan
ROE,N/A(IFRS),4.04,7.68,9.16,nan,3.89,0.0,nan
EPS(KRW),469,296.0,590.0,692.0,0.0,76.0,0.0,nan
BPS(KRW),7707,7926.0,8870.0,nan,8496.0,8489.0,8870.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,24.14,25.07,28.46,nan,nan,nan,nan
PBR,nan,0.9,1.67,nan,2.1,2.1,1.67,nan
Issued Shares,3861,3861.0,5081.0,nan,4568.0,5081.0,5081.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
