계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,209.0,228.0,252.0,nan,60.0,62.0,67.0,nan
Operating Income,69.0,78.0,79.0,nan,22.0,19.0,15.0,nan
Oper.Income(Rep.),69.0,78.0,79.0,nan,22.0,19.0,15.0,nan
Net Income,60.0,72.0,90.0,nan,25.0,22.0,17.0,nan
Net Income(Contr.),60.0,72.0,90.0,nan,25.0,22.0,17.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,1102.0,1148.0,1240.0,nan,1173.0,1195.0,1240.0,nan
Total Liabilities,82.0,85.0,104.0,nan,79.0,80.0,104.0,nan
Total Equity,1020.0,1062.0,1135.0,nan,1094.0,1116.0,1135.0,nan
Net Income(Contr.),1020.0,1062.0,1135.0,nan,1094.0,1116.0,1135.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,16.0,16.0,16.0,nan,16.0,16.0,16.0,nan
Total Debt/Equity,8.02,8.05,9.19,nan,7.26,7.17,9.19,nan
Reserve Ratio,7898.17,8162.57,8619.84,nan,8360.36,8495.06,8619.84,nan
Oper.Income Margin,32.81,34.04,31.25,nan,35.96,30.63,22.6,nan
Net Income Margin,28.75,31.4,35.62,nan,41.15,34.62,25.99,nan
ROA,5.74,6.36,7.51,nan,8.46,7.26,5.69,nan
ROE,6.08,6.87,8.16,nan,9.19,7.79,6.16,nan
EPS(KRW),1883.0,2242.0,2809.0,nan,778.0,674.0,543.0,nan
BPS(KRW),39991.0,41313.0,43599.0,nan,42302.0,42975.0,43599.0,nan
DPS(KRW),900.0,900.0,1200.0,nan,nan,nan,1200.0,nan
PER,11.31,9.48,7.37,nan,nan,nan,nan,nan
PBR,0.53,0.51,0.47,nan,0.49,0.49,0.47,nan
Issued Shares,3193.0,3193.0,3193.0,nan,3193.0,3193.0,3193.0,nan
Div Yield,4.23,4.24,5.8,nan,nan,nan,5.8,nan
