계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,6979.0,7531.0,5501.0,6423.0,1371.0,903.0,1306.0,1338.0
Operating Income,652.0,559.0,364.0,486.0,105.0,-9.0,54.0,43.0
Oper.Income(Rep.),652.0,559.0,364.0,nan,105.0,-9.0,54.0,43.0
Net Income,506.0,301.0,335.0,373.0,82.0,-61.0,113.0,24.0
Net Income(Contr.),506.0,301.0,335.0,373.0,82.0,-61.0,113.0,24.0
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,10907.0,10922.0,9255.0,9715.0,10220.0,9021.0,9255.0,nan
Total Liabilities,4299.0,3845.0,1859.0,1949.0,3045.0,1920.0,1859.0,nan
Total Equity,6607.0,7078.0,7396.0,7766.0,7175.0,7101.0,7396.0,nan
Net Income(Contr.),6607.0,7078.0,7396.0,7782.0,7175.0,7101.0,7396.0,nan
Net Income(Minor.),0.0,0.0,0.0,-16.0,0.0,0.0,0.0,nan
Capital Stock,150.0,150.0,150.0,150.0,150.0,150.0,150.0,nan
Total Debt/Equity,65.07,54.32,25.13,25.09,42.43,27.04,25.13,nan
Reserve Ratio,4296.3,4609.28,4821.23,nan,4674.29,4624.56,4821.23,nan
Oper.Income Margin,9.34,7.42,6.62,7.57,7.62,-1.04,4.1,nan
Net Income Margin,7.24,3.99,6.09,5.81,5.95,-6.78,8.63,1.77
ROA,5.12,2.76,3.32,3.94,3.12,-2.55,4.93,nan
ROE,7.52,4.4,4.63,4.91,4.55,-3.43,6.22,nan
EPS(KRW),1684.0,1001.0,1114.0,1241.0,271.0,-204.0,375.0,79.0
BPS(KRW),21982.0,23546.0,24606.0,25891.0,23871.0,23623.0,24606.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,51.06,51.46,38.64,34.78,nan,nan,nan,nan
PBR,3.91,2.19,1.75,1.67,1.74,1.58,1.75,nan
Issued Shares,30059.0,30059.0,30059.0,nan,30059.0,30059.0,30059.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
