계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,6454.0,5912.0,6229.0,6840.0,1747.0,1565.0,1419.0,nan
Operating Income,346.0,376.0,381.0,458.0,107.0,104.0,25.0,nan
Oper.Income(Rep.),346.0,376.0,381.0,nan,107.0,104.0,25.0,nan
Net Income,157.0,205.0,177.0,nan,59.0,3.0,-11.0,nan
Net Income(Contr.),139.0,185.0,182.0,247.0,55.0,-1.0,21.0,nan
Net Income(Minor.),18.0,19.0,-5.0,nan,5.0,4.0,-31.0,nan
Total Assets,8169.0,8612.0,9540.0,nan,9114.0,8728.0,9540.0,nan
Total Liabilities,5063.0,5023.0,5623.0,nan,5296.0,5041.0,5623.0,nan
Total Equity,3106.0,3588.0,3917.0,nan,3818.0,3687.0,3917.0,nan
Net Income(Contr.),2375.0,2781.0,3118.0,nan,2982.0,2891.0,3118.0,nan
Net Income(Minor.),731.0,807.0,799.0,nan,835.0,796.0,799.0,nan
Capital Stock,450.0,482.0,484.0,nan,484.0,484.0,484.0,nan
Total Debt/Equity,163.03,139.98,143.54,nan,138.72,136.71,143.54,nan
Reserve Ratio,427.62,476.63,543.74,nan,516.67,496.91,543.74,nan
Oper.Income Margin,5.36,6.37,6.11,6.7,6.15,6.66,1.78,nan
Net Income Margin,2.16,3.13,2.91,3.61,3.12,-0.07,1.46,nan
ROA,1.97,2.44,1.95,nan,2.61,0.12,-0.46,nan
ROE,5.99,7.19,6.16,7.92,7.38,-0.15,2.76,nan
EPS(KRW),155.0,197.0,188.0,255.0,56.0,-1.0,21.0,nan
BPS(KRW),2638.0,2883.0,3219.0,nan,3083.0,2985.0,3219.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,16.7,15.51,10.69,9.55,nan,nan,nan,nan
PBR,0.98,1.06,0.62,nan,0.96,0.82,0.62,nan
Issued Shares,89969.0,96414.0,96830.0,nan,96682.0,96830.0,96830.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
