계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,6210.0,5423.0,5752.0,6644.0,1600.0,1509.0,1168.0,1518.0
Operating Income,225.0,191.0,373.0,424.0,150.0,77.0,21.0,57.0
Oper.Income(Rep.),225.0,191.0,373.0,nan,150.0,77.0,21.0,nan
Net Income,62.0,-72.0,214.0,257.0,90.0,44.0,-8.0,nan
Net Income(Contr.),60.0,-91.0,206.0,235.0,88.0,40.0,-9.0,30.0
Net Income(Minor.),2.0,19.0,8.0,nan,2.0,5.0,1.0,nan
Total Assets,4695.0,4931.0,6417.0,5713.0,5561.0,5865.0,6417.0,nan
Total Liabilities,3206.0,3109.0,4066.0,3469.0,3518.0,3771.0,4066.0,nan
Total Equity,1489.0,1822.0,2350.0,2244.0,2043.0,2094.0,2350.0,nan
Net Income(Contr.),1436.0,1744.0,2109.0,2132.0,1960.0,1980.0,2109.0,nan
Net Income(Minor.),53.0,78.0,241.0,113.0,82.0,113.0,241.0,nan
Capital Stock,74.0,83.0,84.0,82.0,84.0,84.0,84.0,nan
Total Debt/Equity,215.38,170.69,173.03,154.59,172.23,180.14,173.03,nan
Reserve Ratio,1919.66,2077.92,2492.1,nan,2314.31,2338.06,2492.1,nan
Oper.Income Margin,3.62,3.53,6.49,6.38,9.37,5.11,1.82,3.72
Net Income Margin,0.97,-1.68,3.58,3.54,5.49,2.62,-0.78,1.98
ROA,1.38,-1.49,3.77,4.24,6.5,3.09,-0.53,nan
ROE,4.23,-5.73,10.69,11.08,18.63,8.03,-1.79,5.69
EPS(KRW),404.0,-563.0,1229.0,1401.0,524.0,236.0,-55.0,179.0
BPS(KRW),10098.0,10890.0,12961.0,13093.0,12072.0,12190.0,12961.0,nan
DPS(KRW),200.0,100.0,200.0,200.0,nan,nan,200.0,nan
PER,32.78,nan,12.84,15.38,nan,nan,nan,nan
PBR,1.31,2.22,1.22,1.65,2.29,1.76,1.22,nan
Issued Shares,14858.0,15168.0,15334.0,nan,15334.0,15334.0,15334.0,nan
Div Yield,1.51,0.41,1.27,nan,nan,nan,1.27,nan
