계정,2022/12,2023/12,2024/12,2025/12(E),2024/09,2024/12,2025/03,2025/06(E)
Sales,1432.0,1027.0,891.0,nan,170.0,236.0,142.0,nan
Operating Income,18.0,11.0,1.0,nan,-20.0,11.0,-24.0,nan
Oper.Income(Rep.),18.0,11.0,1.0,nan,-20.0,11.0,-24.0,nan
Net Income,33.0,7.0,22.0,nan,-23.0,24.0,-22.0,nan
Net Income(Contr.),33.0,7.0,22.0,nan,-23.0,24.0,-22.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,1364.0,1159.0,1126.0,nan,1103.0,1126.0,1069.0,nan
Total Liabilities,465.0,260.0,206.0,nan,206.0,206.0,171.0,nan
Total Equity,899.0,900.0,920.0,nan,898.0,920.0,898.0,nan
Net Income(Contr.),899.0,900.0,920.0,nan,898.0,920.0,898.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,49.0,49.0,49.0,nan,49.0,49.0,49.0,nan
Total Debt/Equity,51.76,28.88,22.4,nan,22.91,22.4,19.09,nan
Reserve Ratio,1744.32,1745.13,1786.97,nan,1741.22,1786.97,1741.7,nan
Oper.Income Margin,1.25,1.11,0.17,nan,-11.97,4.5,-16.83,nan
Net Income Margin,2.29,0.68,2.49,nan,-13.31,10.29,-15.6,nan
ROA,2.51,0.55,1.94,nan,-7.85,8.71,-8.05,nan
ROE,3.73,0.77,2.44,nan,-9.98,10.68,-9.72,nan
EPS(KRW),337.0,71.0,227.0,nan,-233.0,249.0,-226.0,nan
BPS(KRW),9222.0,9226.0,9435.0,nan,9206.0,9435.0,9209.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,55.41,418.94,96.3,nan,nan,nan,nan,nan
PBR,2.02,3.23,2.32,nan,2.5,2.32,2.39,nan
Issued Shares,9750.0,9750.0,9750.0,nan,9750.0,9750.0,9750.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
