계정,2022/12,2023/12,2024/12,2025/12(E),2024/09,2024/12,2025/03,2025/06(E)
Sales,1837.0,3135.0,4715.0,5539.0,1391.0,1100.0,1219.0,1424.0
Operating Income,-1187.0,-606.0,390.0,849.0,222.0,22.0,130.0,210.0
Oper.Income(Rep.),-1187.0,-606.0,390.0,nan,222.0,22.0,130.0,nan
Net Income,-2247.0,-2023.0,-1166.0,-400.0,-290.0,-466.0,-237.0,-126.0
Net Income(Contr.),-2247.0,-2022.0,-1166.0,-395.0,-290.0,-467.0,-236.0,-122.0
Net Income(Minor.),-0.0,-1.0,0.0,nan,-0.0,1.0,-1.0,nan
Total Assets,18028.0,17641.0,21666.0,22123.0,21729.0,21666.0,21412.0,nan
Total Liabilities,15711.0,16986.0,18536.0,18895.0,18101.0,18536.0,18516.0,nan
Total Equity,2317.0,656.0,3131.0,3228.0,3628.0,3131.0,2896.0,nan
Net Income(Contr.),2352.0,692.0,3167.0,3430.0,3665.0,3167.0,2934.0,nan
Net Income(Minor.),-35.0,-36.0,-36.0,-202.0,-37.0,-36.0,-37.0,nan
Capital Stock,365.0,379.0,381.0,386.0,381.0,381.0,381.0,nan
Total Debt/Equity,678.1,2590.85,592.08,585.38,498.94,592.08,639.29,nan
Reserve Ratio,544.68,82.6,731.23,nan,862.04,731.23,670.0,nan
Oper.Income Margin,-64.64,-19.33,8.27,15.33,15.93,1.97,10.68,14.77
Net Income Margin,-122.34,-64.49,-24.73,-7.13,-20.85,-42.44,-19.34,-8.55
ROA,-14.47,-11.34,-5.93,-1.82,-5.33,-8.59,-4.4,nan
ROE,-154.22,-132.87,-60.42,-11.97,-30.35,-54.67,-30.92,nan
EPS(KRW),-3080.0,-2669.0,-1530.0,-518.0,-381.0,-613.0,-309.0,-160.0
BPS(KRW),3223.0,913.0,4156.0,4502.0,4810.0,4156.0,3850.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,4.48,10.27,1.84,2.47,2.12,1.84,2.08,nan
Issued Shares,72967.0,75775.0,76196.0,nan,76196.0,76196.0,76196.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
