계정,2022/12,2023/12,2024/12,2025/12(E),2024/09,2024/12,2025/03,2025/06(E)
Sales,4759.0,4177.0,4970.0,5333.0,1288.0,1335.0,1342.0,1187.0
Operating Income,503.0,531.0,765.0,800.0,182.0,201.0,190.0,177.0
Oper.Income(Rep.),503.0,531.0,765.0,nan,182.0,201.0,190.0,nan
Net Income,449.0,405.0,599.0,590.0,133.0,162.0,131.0,nan
Net Income(Contr.),453.0,413.0,607.0,645.0,135.0,163.0,134.0,135.0
Net Income(Minor.),-4.0,-8.0,-9.0,nan,-2.0,-1.0,-2.0,nan
Total Assets,3389.0,3519.0,4579.0,4785.0,4178.0,4579.0,4613.0,nan
Total Liabilities,1587.0,1435.0,2075.0,1908.0,1844.0,2075.0,2035.0,nan
Total Equity,1802.0,2085.0,2504.0,2877.0,2333.0,2504.0,2578.0,nan
Net Income(Contr.),1785.0,2061.0,2481.0,2856.0,2314.0,2481.0,2558.0,nan
Net Income(Minor.),17.0,24.0,23.0,21.0,19.0,23.0,21.0,nan
Capital Stock,141.0,141.0,141.0,141.0,141.0,141.0,141.0,nan
Total Debt/Equity,88.1,68.82,82.89,66.32,79.04,82.89,78.94,nan
Reserve Ratio,1165.65,1360.74,1673.26,nan,1536.1,1673.26,1708.06,nan
Oper.Income Margin,10.57,12.72,15.4,15.0,14.09,15.05,14.16,14.91
Net Income Margin,9.52,9.88,12.22,12.09,10.47,12.21,9.95,11.37
ROA,13.42,11.73,14.79,12.6,13.34,14.81,11.41,nan
ROE,27.95,21.47,26.75,24.17,23.49,27.2,21.2,21.11
EPS(KRW),1871.0,1798.0,2757.0,3034.0,621.0,758.0,627.0,635.0
BPS(KRW),7626.0,9159.0,11666.0,13570.0,10764.0,11666.0,12035.0,nan
DPS(KRW),150.0,300.0,350.0,400.0,nan,200.0,nan,nan
PER,4.37,5.92,4.77,4.85,nan,nan,nan,nan
PBR,1.07,1.16,1.13,1.08,1.4,1.13,1.22,nan
Issued Shares,23405.0,22500.0,21500.0,nan,21500.0,21500.0,21250.0,nan
Div Yield,1.83,2.82,2.66,nan,nan,1.52,nan,nan
