계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,74968.0,79911.0,83184.0,77790.0,20702.0,19189.0,24388.0,18082.0
Operating Income,4970.0,3307.0,2709.0,4641.0,326.0,833.0,941.0,810.0
Oper.Income(Rep.),4970.0,3307.0,2709.0,nan,326.0,833.0,941.0,810.0
Net Income,4316.0,2022.0,2292.0,3275.0,406.0,453.0,1173.0,302.0
Net Income(Contr.),4132.0,1879.0,2292.0,3278.0,406.0,453.0,1173.0,302.0
Net Income(Minor.),184.0,143.0,nan,nan,nan,nan,nan,nan
Total Assets,89747.0,93441.0,97124.0,96808.0,96709.0,98387.0,97124.0,nan
Total Liabilities,42822.0,45753.0,48667.0,45556.0,49145.0,50198.0,48667.0,nan
Total Equity,46925.0,47688.0,48457.0,51252.0,47564.0,48189.0,48457.0,nan
Net Income(Contr.),43497.0,47688.0,48457.0,51180.0,47564.0,48189.0,48457.0,nan
Net Income(Minor.),3428.0,0.0,0.0,72.0,0.0,0.0,0.0,nan
Capital Stock,2146.0,2146.0,2293.0,2282.0,2293.0,2293.0,2293.0,nan
Total Debt/Equity,91.26,95.94,100.43,88.89,103.32,104.17,100.43,nan
Reserve Ratio,1941.91,2171.2,2020.52,nan,1977.44,2007.44,2020.52,nan
Oper.Income Margin,6.63,4.14,3.26,5.97,1.57,4.34,3.86,nan
Net Income Margin,5.51,2.35,2.76,4.21,1.96,2.36,4.81,1.67
ROA,4.88,2.21,2.41,3.38,1.69,1.86,4.8,nan
ROE,9.7,4.12,4.77,6.58,3.43,3.78,9.71,nan
EPS(KRW),10125.0,4377.0,5347.0,7637.0,947.0,1055.0,2733.0,705.0
BPS(KRW),102095.0,113560.0,113286.0,119630.0,110985.0,112588.0,113286.0,nan
DPS(KRW),1000.0,500.0,540.0,761.0,nan,nan,540.0,nan
PER,3.33,8.24,6.01,5.8,nan,nan,nan,nan
PBR,0.33,0.32,0.28,0.37,0.29,0.26,0.28,nan
Issued Shares,38694.0,38694.0,38694.0,nan,38694.0,38694.0,38694.0,nan
Div Yield,2.96,1.39,1.68,nan,nan,nan,1.68,nan
