계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,86277.0,95216.0,99987.0,105111.0,25599.0,24998.0,25344.0,26173.0
Operating Income,2566.0,2836.0,955.0,1758.0,716.0,937.0,-1351.0,209.0
Oper.Income(Rep.),2566.0,2836.0,955.0,nan,716.0,937.0,-1351.0,209.0
Net Income,267.0,589.0,-3586.0,-529.0,-312.0,-194.0,-3181.0,-226.0
Net Income(Contr.),204.0,510.0,-3633.0,-548.0,-341.0,-216.0,-3158.0,-240.0
Net Income(Minor.),63.0,79.0,47.0,nan,29.0,22.0,-23.0,nan
Total Assets,90988.0,92444.0,106203.0,103953.0,97141.0,97124.0,106203.0,nan
Total Liabilities,67289.0,67359.0,76215.0,76026.0,71168.0,71746.0,76215.0,nan
Total Equity,23699.0,25085.0,29987.0,27927.0,25972.0,25378.0,29987.0,nan
Net Income(Contr.),22360.0,23717.0,28535.0,26289.0,24554.0,23996.0,28535.0,nan
Net Income(Minor.),1339.0,1368.0,1453.0,1639.0,1418.0,1382.0,1453.0,nan
Capital Stock,534.0,534.0,679.0,680.0,534.0,534.0,679.0,nan
Total Debt/Equity,283.94,268.53,254.16,272.23,274.02,282.7,254.16,nan
Reserve Ratio,4090.99,4345.18,4105.62,nan,4502.03,4397.44,4105.62,nan
Oper.Income Margin,2.97,2.98,0.96,1.67,2.8,3.75,-5.33,nan
Net Income Margin,0.24,0.54,-3.63,-0.52,-1.33,-0.86,-12.46,-0.86
ROA,0.31,0.64,-3.61,-0.5,-1.28,-0.8,-12.52,nan
ROE,0.89,2.21,-13.9,-2.0,-5.61,-3.56,-48.09,nan
EPS(KRW),38.0,96.0,-676.0,-81.0,-64.0,-40.0,-578.0,-35.0
BPS(KRW),4191.0,4445.0,4206.0,3875.0,4602.0,4497.0,4206.0,nan
DPS(KRW),360.0,316.0,nan,190.0,nan,nan,nan,nan
PER,211.29,76.32,nan,nan,nan,nan,nan,nan
PBR,1.93,1.64,0.95,0.87,1.03,0.95,0.95,nan
Issued Shares,533800.0,533800.0,678763.0,nan,533800.0,533800.0,678763.0,nan
Div Yield,4.45,4.33,nan,nan,nan,nan,nan,nan
