계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,11596.0,9523.0,9204.0,10599.0,2063.0,2729.0,2890.0,2499.0
Operating Income,656.0,183.0,-54.0,704.0,-142.0,119.0,160.0,275.0
Oper.Income(Rep.),656.0,183.0,-54.0,nan,-142.0,119.0,160.0,275.0
Net Income,294.0,53.0,-68.0,370.0,-104.0,-29.0,200.0,187.0
Net Income(Contr.),294.0,53.0,-68.0,444.0,-104.0,-29.0,200.0,187.0
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,11148.0,10414.0,11922.0,12180.0,10603.0,10706.0,11922.0,nan
Total Liabilities,4887.0,4156.0,5195.0,5210.0,4324.0,4608.0,5195.0,nan
Total Equity,6262.0,6258.0,6728.0,6970.0,6279.0,6097.0,6728.0,nan
Net Income(Contr.),6262.0,6258.0,6728.0,nan,6279.0,6097.0,6728.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,95.0,104.0,114.0,120.0,104.0,104.0,114.0,nan
Total Debt/Equity,78.04,66.42,77.21,74.75,68.86,75.58,77.21,nan
Reserve Ratio,6742.77,6134.45,5906.91,nan,6050.44,5875.48,5906.91,nan
Oper.Income Margin,5.65,1.93,-0.59,6.64,-6.9,4.37,5.53,nan
Net Income Margin,2.53,0.56,-0.74,4.18,-5.05,-1.08,6.93,7.46
ROA,2.75,0.49,-0.61,3.07,-4.05,-1.11,7.08,nan
ROE,5.32,0.85,-1.05,6.59,-6.66,-1.91,12.5,nan
EPS(KRW),1334.0,233.0,-303.0,1993.0,-465.0,-132.0,900.0,838.0
BPS(KRW),28393.0,28380.0,30675.0,nan,28653.0,27838.0,30675.0,nan
DPS(KRW),438.0,82.0,90.0,90.0,nan,nan,90.0,nan
PER,21.82,63.9,nan,8.9,nan,nan,nan,nan
PBR,1.03,0.52,0.77,nan,0.44,0.64,0.77,nan
Issued Shares,22776.0,22776.0,22255.0,nan,22255.0,22255.0,22255.0,nan
Div Yield,1.51,0.55,0.38,nan,nan,nan,0.38,nan
