계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,44950.0,40213.0,42599.0,45779.0,10057.0,10681.0,11794.0,11648.0
Operating Income,2719.0,1520.0,2493.0,4174.0,122.0,750.0,790.0,1289.0
Oper.Income(Rep.),2719.0,1520.0,2493.0,nan,122.0,750.0,790.0,1289.0
Net Income,1492.0,2347.0,6529.0,3259.0,5373.0,516.0,-338.0,1400.0
Net Income(Contr.),622.0,1193.0,2520.0,1392.0,1900.0,264.0,-63.0,588.0
Net Income(Minor.),870.0,1154.0,4008.0,nan,3472.0,252.0,-275.0,nan
Total Assets,76510.0,76314.0,85405.0,86317.0,85494.0,84775.0,85405.0,nan
Total Liabilities,11175.0,11063.0,15488.0,15567.0,15805.0,14414.0,15488.0,nan
Total Equity,65335.0,65251.0,69917.0,70755.0,69689.0,70361.0,69917.0,nan
Net Income(Contr.),33564.0,33233.0,33356.0,33095.0,33278.0,33695.0,33356.0,nan
Net Income(Minor.),31771.0,32018.0,36561.0,37661.0,36411.0,36667.0,36561.0,nan
Capital Stock,480.0,480.0,480.0,480.0,480.0,480.0,480.0,nan
Total Debt/Equity,17.1,16.95,22.15,22.0,22.68,20.49,22.15,nan
Reserve Ratio,7287.76,7218.55,7243.34,nan,7227.64,7313.91,7243.34,nan
Oper.Income Margin,6.05,3.78,5.85,9.12,1.22,7.02,6.7,nan
Net Income Margin,1.38,2.97,5.92,3.04,18.9,2.47,-0.54,12.02
ROA,1.9,3.07,8.07,3.8,26.35,2.43,-1.59,nan
ROE,1.87,3.57,7.57,4.19,22.83,3.16,-0.76,nan
EPS(KRW),648.0,1243.0,2626.0,1491.0,1980.0,275.0,-66.0,630.0
BPS(KRW),36939.0,36593.0,36717.0,37620.0,36638.0,37070.0,36717.0,nan
DPS(KRW),205.0,245.0,330.0,415.0,nan,nan,330.0,nan
PER,53.83,23.54,7.92,14.99,nan,nan,nan,nan
PBR,0.94,0.8,0.57,0.59,0.88,0.75,0.57,nan
Issued Shares,82458.0,82458.0,82458.0,nan,82458.0,82458.0,82458.0,nan
Div Yield,0.59,0.84,1.59,nan,nan,nan,1.59,nan
