계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,8944.0,9680.0,12507.0,14795.0,2859.0,3121.0,3837.0,3306.0
Operating Income,1035.0,579.0,1068.0,1383.0,186.0,175.0,599.0,196.0
Oper.Income(Rep.),1035.0,579.0,1068.0,nan,186.0,175.0,599.0,nan
Net Income,582.0,10.0,-112.0,451.0,-93.0,32.0,118.0,nan
Net Income(Contr.),28.0,-135.0,-238.0,284.0,-113.0,-5.0,62.0,nan
Net Income(Minor.),554.0,145.0,126.0,nan,21.0,37.0,56.0,nan
Total Assets,14090.0,17251.0,19446.0,19096.0,17910.0,18808.0,19446.0,nan
Total Liabilities,9208.0,11807.0,13388.0,13023.0,12719.0,12971.0,13388.0,nan
Total Equity,4882.0,5444.0,6058.0,6073.0,5191.0,5837.0,6058.0,nan
Net Income(Contr.),2641.0,3091.0,3716.0,3604.0,2822.0,3459.0,3716.0,nan
Net Income(Minor.),2241.0,2353.0,2342.0,2469.0,2368.0,2378.0,2342.0,nan
Capital Stock,240.0,240.0,331.0,286.0,261.0,329.0,331.0,nan
Total Debt/Equity,188.61,216.89,220.99,214.46,245.02,222.2,220.99,nan
Reserve Ratio,1221.45,1407.22,1216.97,nan,1183.37,1134.96,1216.97,nan
Oper.Income Margin,11.58,5.98,8.54,9.35,6.51,5.6,15.61,5.93
Net Income Margin,0.32,-1.4,-1.9,1.92,-3.97,-0.16,1.61,nan
ROA,4.73,0.06,-0.61,2.34,-2.06,0.7,2.46,nan
ROE,1.05,-4.72,-6.99,7.75,-15.74,-0.65,6.87,nan
EPS(KRW),51.0,-244.0,-378.0,428.0,-189.0,-8.0,93.0,nan
BPS(KRW),5727.0,6532.0,6585.0,6416.0,5562.0,6175.0,6585.0,nan
DPS(KRW),43.0,43.0,70.0,56.0,nan,nan,70.0,nan
PER,155.16,nan,nan,25.6,nan,nan,nan,nan
PBR,1.39,3.82,1.4,1.71,3.21,1.9,1.4,nan
Issued Shares,55291.0,55358.0,66272.0,nan,60192.0,65745.0,66272.0,nan
Div Yield,0.55,0.17,0.76,nan,nan,nan,0.76,nan
