계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,3977.0,5238.0,7228.0,11535.0,1555.0,1741.0,2442.0,2660.0
Operating Income,392.0,1042.0,1227.0,2212.0,280.0,272.0,397.0,546.0
Oper.Income(Rep.),392.0,1042.0,1227.0,nan,280.0,272.0,397.0,546.0
Net Income,290.0,815.0,1076.0,1873.0,241.0,160.0,434.0,499.0
Net Income(Contr.),290.0,815.0,1076.0,1874.0,241.0,160.0,434.0,499.0
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,1831.0,2873.0,5651.0,7806.0,4647.0,4839.0,5651.0,nan
Total Liabilities,839.0,904.0,2416.0,2695.0,1560.0,2023.0,2416.0,nan
Total Equity,993.0,1969.0,3235.0,5111.0,3087.0,2815.0,3235.0,nan
Net Income(Contr.),993.0,1969.0,3235.0,5143.0,3087.0,2815.0,3235.0,nan
Net Income(Minor.),0.0,0.0,0.0,-31.0,0.0,0.0,0.0,nan
Capital Stock,36.0,36.0,38.0,39.0,38.0,38.0,38.0,nan
Total Debt/Equity,84.48,45.88,74.68,52.72,50.53,71.87,74.68,nan
Reserve Ratio,2663.07,5314.12,9957.94,nan,8501.82,8856.42,9957.94,nan
Oper.Income Margin,9.86,19.89,16.98,19.18,18.01,15.65,16.25,nan
Net Income Margin,7.28,15.57,14.89,16.24,15.5,9.19,17.77,18.77
ROA,18.71,34.67,25.24,27.84,21.42,13.5,33.09,nan
ROE,35.05,55.06,41.34,44.73,31.8,21.7,57.37,nan
EPS(KRW),817.0,2249.0,2842.0,4989.0,633.0,420.0,1138.0,1330.0
BPS(KRW),2763.0,5414.0,10058.0,15279.0,8602.0,8959.0,10058.0,nan
DPS(KRW),nan,nan,nan,860.0,nan,nan,nan,nan
PER,nan,nan,17.59,22.81,nan,nan,nan,nan
PBR,nan,nan,4.97,7.45,9.14,5.95,4.97,nan
Issued Shares,35926.0,36377.0,38126.0,nan,38101.0,38113.0,38126.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
