계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,1600.0,1704.0,2045.0,2307.0,502.0,507.0,551.0,556.0
Operating Income,407.0,383.0,367.0,410.0,94.0,98.0,75.0,70.0
Oper.Income(Rep.),407.0,383.0,367.0,nan,94.0,98.0,75.0,70.0
Net Income,338.0,366.0,327.0,365.0,82.0,74.0,84.0,73.0
Net Income(Contr.),338.0,367.0,331.0,365.0,83.0,74.0,86.0,74.0
Net Income(Minor.),0.0,-2.0,-4.0,nan,-1.0,-1.0,-2.0,nan
Total Assets,2427.0,2745.0,3058.0,3530.0,2969.0,3036.0,3058.0,nan
Total Liabilities,266.0,246.0,319.0,420.0,331.0,332.0,319.0,nan
Total Equity,2160.0,2498.0,2739.0,3110.0,2638.0,2704.0,2739.0,nan
Net Income(Contr.),2153.0,2488.0,2730.0,3100.0,2626.0,2692.0,2730.0,nan
Net Income(Minor.),8.0,11.0,9.0,10.0,12.0,11.0,9.0,nan
Capital Stock,68.0,68.0,68.0,70.0,68.0,68.0,68.0,nan
Total Debt/Equity,12.32,9.86,11.65,13.5,12.53,12.28,11.65,nan
Reserve Ratio,3222.98,3712.69,4175.62,nan,3914.72,4011.96,4175.62,nan
Oper.Income Margin,25.44,22.51,17.97,17.77,18.74,19.37,13.62,nan
Net Income Margin,21.13,21.56,16.21,15.82,16.52,14.65,15.64,13.11
ROA,15.15,14.14,11.27,11.08,11.01,9.8,11.05,nan
ROE,16.95,15.83,12.7,12.52,12.86,11.18,12.71,nan
EPS(KRW),2471.0,2684.0,2422.0,2700.0,607.0,543.0,629.0,550.0
BPS(KRW),16615.0,19063.0,21378.0,24447.0,20074.0,20560.0,21378.0,nan
DPS(KRW),300.0,350.0,400.0,350.0,nan,nan,400.0,nan
PER,8.17,9.45,9.58,8.56,nan,nan,nan,nan
PBR,1.22,1.33,1.09,0.94,1.3,1.2,1.09,nan
Issued Shares,13684.0,13684.0,13684.0,nan,13684.0,13684.0,13684.0,nan
Div Yield,1.49,1.38,1.72,nan,nan,nan,1.72,nan
