계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,18292.0,17488.0,17368.0,22104.0,4139.0,4263.0,5156.0,5366.0
Operating Income,2305.0,833.0,-452.0,700.0,89.0,-125.0,-289.0,243.0
Oper.Income(Rep.),2305.0,833.0,-452.0,nan,89.0,-125.0,-289.0,243.0
Net Income,2315.0,478.0,-44.0,632.0,51.0,-110.0,99.0,211.0
Net Income(Contr.),1913.0,399.0,88.0,628.0,86.0,-39.0,82.0,200.0
Net Income(Minor.),402.0,80.0,-132.0,nan,-35.0,-70.0,16.0,nan
Total Assets,39457.0,41588.0,53670.0,53690.0,46464.0,46579.0,53670.0,nan
Total Liabilities,12368.0,14830.0,23341.0,22891.0,19153.0,19428.0,23341.0,nan
Total Equity,27089.0,26758.0,30330.0,30799.0,27312.0,27151.0,30330.0,nan
Net Income(Contr.),21467.0,21187.0,22007.0,21974.0,21635.0,21531.0,22007.0,nan
Net Income(Minor.),5622.0,5571.0,8323.0,8825.0,5677.0,5619.0,8323.0,nan
Capital Stock,988.0,988.0,988.0,989.0,988.0,988.0,988.0,nan
Total Debt/Equity,45.66,55.42,76.96,74.33,70.13,71.56,76.96,nan
Reserve Ratio,2081.95,2053.61,2136.6,nan,2098.95,2088.43,2136.6,nan
Oper.Income Margin,12.6,4.76,-2.6,3.16,2.14,-2.92,-5.61,nan
Net Income Margin,10.46,2.28,0.51,2.84,2.09,-0.92,1.59,3.94
ROA,5.86,1.18,-0.09,1.18,0.45,-0.94,0.79,nan
ROE,9.11,1.87,0.41,2.86,1.62,-0.73,1.51,nan
EPS(KRW),9736.0,2058.0,456.0,3242.0,446.0,-203.0,424.0,1032.0
BPS(KRW),111291.0,109846.0,114079.0,113906.0,112158.0,111622.0,114079.0,nan
DPS(KRW),1500.0,650.0,1150.0,1150.0,400.0,nan,750.0,nan
PER,7.52,32.7,97.08,16.56,nan,nan,nan,nan
PBR,0.66,0.61,0.39,0.47,0.44,0.46,0.39,nan
Issued Shares,17254.0,17254.0,17254.0,nan,17254.0,17254.0,17254.0,nan
Div Yield,2.05,0.97,2.6,nan,0.82,nan,1.69,nan
