계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,123.0,122.0,138.0,nan,32.0,41.0,40.0,nan
Operating Income,47.0,35.0,20.0,nan,4.0,12.0,4.0,nan
Oper.Income(Rep.),47.0,35.0,20.0,nan,4.0,12.0,4.0,nan
Net Income,43.0,35.0,43.0,nan,15.0,8.0,18.0,nan
Net Income(Contr.),43.0,35.0,43.0,nan,15.0,8.0,18.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,333.0,402.0,492.0,nan,430.0,444.0,492.0,nan
Total Liabilities,36.0,42.0,94.0,nan,50.0,62.0,94.0,nan
Total Equity,297.0,360.0,398.0,nan,379.0,382.0,398.0,nan
Net Income(Contr.),297.0,360.0,398.0,nan,379.0,382.0,398.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,27.0,27.0,27.0,nan,27.0,27.0,27.0,nan
Total Debt/Equity,12.03,11.59,23.55,nan,13.3,16.25,23.55,nan
Reserve Ratio,1025.71,1221.31,1397.28,nan,1290.51,1327.19,1397.28,nan
Oper.Income Margin,38.14,28.71,14.61,nan,14.1,29.33,11.0,nan
Net Income Margin,34.77,28.3,31.38,nan,46.46,20.01,44.84,nan
ROA,14.34,9.39,9.7,nan,13.98,7.56,15.19,nan
ROE,16.04,10.5,11.43,nan,15.8,8.68,18.23,nan
EPS(KRW),787.0,633.0,795.0,nan,269.0,151.0,326.0,nan
BPS(KRW),5629.0,6607.0,7486.0,nan,6953.0,7136.0,7486.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,29.74,88.99,49.45,nan,nan,nan,nan,nan
PBR,4.16,8.52,5.25,nan,7.9,6.63,5.25,nan
Issued Shares,5455.0,5455.0,5455.0,nan,5455.0,5455.0,5455.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
