계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,98.0,98.0,82.0,nan,21.0,21.0,20.0,nan
Operating Income,-61.0,-37.0,-57.0,nan,-13.0,-18.0,-11.0,nan
Oper.Income(Rep.),-61.0,-37.0,-57.0,nan,-13.0,-18.0,-11.0,nan
Net Income,-131.0,-135.0,-139.0,nan,-6.0,-30.0,-79.0,nan
Net Income(Contr.),-104.0,-117.0,-125.0,nan,-2.0,-25.0,-79.0,nan
Net Income(Minor.),-26.0,-17.0,-13.0,nan,-4.0,-4.0,-0.0,nan
Total Assets,701.0,536.0,915.0,nan,779.0,842.0,915.0,nan
Total Liabilities,334.0,214.0,411.0,nan,459.0,475.0,411.0,nan
Total Equity,367.0,322.0,504.0,nan,321.0,367.0,504.0,nan
Net Income(Contr.),387.0,360.0,505.0,nan,368.0,368.0,505.0,nan
Net Income(Minor.),-20.0,-38.0,-1.0,nan,-47.0,-1.0,-1.0,nan
Capital Stock,630.0,715.0,966.0,nan,733.0,760.0,966.0,nan
Total Debt/Equity,90.98,66.51,81.58,nan,143.01,129.23,81.58,nan
Reserve Ratio,nan,nan,nan,nan,nan,nan,nan,nan
Oper.Income Margin,-62.77,-38.28,-69.31,nan,-60.45,-84.46,-53.86,nan
Net Income Margin,-106.72,-120.38,-153.75,nan,-10.19,-119.17,-383.9,nan
ROA,-17.66,-21.82,-19.13,nan,-3.84,-14.59,-35.77,nan
ROE,-24.14,-31.48,-29.01,nan,-2.43,-27.41,-71.94,nan
EPS(KRW),-81.0,-91.0,-78.0,nan,-1.0,-17.0,-44.0,nan
BPS(KRW),306.0,251.0,264.0,nan,250.0,242.0,264.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,2.06,1.95,2.15,nan,3.38,2.79,2.15,nan
Issued Shares,128203.0,145503.0,193205.0,nan,149200.0,154765.0,193205.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
