계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,891.0,1387.0,1127.0,nan,nan,nan,nan,nan
Operating Income,120.0,208.0,152.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),120.0,208.0,152.0,nan,nan,nan,0.0,nan
Net Income,155.0,292.0,192.0,nan,nan,nan,nan,nan
Net Income(Contr.),155.0,292.0,192.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,4122.0,3964.0,6044.0,nan,nan,nan,6044.0,nan
Total Liabilities,717.0,599.0,1221.0,nan,nan,nan,1221.0,nan
Total Equity,3406.0,3364.0,4824.0,nan,nan,nan,4824.0,nan
Net Income(Contr.),3406.0,3364.0,4824.0,nan,nan,nan,4824.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,79.0,79.0,79.0,nan,nan,nan,79.0,nan
Total Debt/Equity,21.04,17.8,25.31,nan,nan,nan,25.31,nan
Reserve Ratio,4224.45,4172.35,6025.41,nan,nan,nan,6025.41,nan
Oper.Income Margin,13.44,15.0,13.49,nan,nan,nan,nan,nan
Net Income Margin,17.41,21.06,17.03,nan,nan,nan,nan,nan
ROA,3.92,7.23,3.84,nan,nan,nan,nan,nan
ROE,4.7,8.63,4.69,nan,nan,nan,nan,nan
EPS(KRW),985.0,1855.0,1219.0,nan,nan,nan,0.0,nan
BPS(KRW),21622.0,21362.0,30627.0,nan,nan,nan,30627.0,nan
DPS(KRW),400.0,600.0,800.0,nan,nan,nan,800.0,nan
PER,12.08,6.86,10.29,nan,nan,nan,nan,nan
PBR,0.55,0.6,0.41,nan,nan,nan,0.41,nan
Issued Shares,15750.0,15750.0,15750.0,nan,nan,nan,15750.0,nan
Div Yield,3.36,4.71,6.38,nan,nan,nan,6.38,nan
