계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,1321.0,1472.0,1890.0,nan,344.0,499.0,806.0,nan
Operating Income,96.0,174.0,113.0,nan,33.0,24.0,82.0,nan
Oper.Income(Rep.),96.0,174.0,113.0,nan,33.0,24.0,82.0,nan
Net Income,324.0,167.0,60.0,nan,21.0,2.0,57.0,nan
Net Income(Contr.),320.0,166.0,60.0,nan,22.0,2.0,57.0,nan
Net Income(Minor.),3.0,1.0,-0.0,nan,-0.0,-0.0,0.0,nan
Total Assets,1790.0,1866.0,1894.0,nan,1936.0,1861.0,1894.0,nan
Total Liabilities,1105.0,923.0,909.0,nan,996.0,912.0,909.0,nan
Total Equity,685.0,942.0,985.0,nan,940.0,950.0,985.0,nan
Net Income(Contr.),646.0,939.0,981.0,nan,937.0,946.0,981.0,nan
Net Income(Minor.),39.0,4.0,4.0,nan,4.0,3.0,4.0,nan
Capital Stock,131.0,138.0,139.0,nan,138.0,139.0,139.0,nan
Total Debt/Equity,161.3,97.97,92.35,nan,105.93,95.98,92.35,nan
Reserve Ratio,419.25,600.65,645.08,nan,599.07,599.23,645.08,nan
Oper.Income Margin,7.27,11.81,5.98,nan,9.62,4.89,10.18,nan
Net Income Margin,24.26,11.29,3.16,nan,6.25,0.4,7.05,nan
ROA,20.46,9.14,3.17,nan,4.71,0.38,12.15,nan
ROE,66.79,20.97,6.23,nan,9.26,0.85,23.57,nan
EPS(KRW),1226.0,603.0,215.0,nan,78.0,7.0,204.0,nan
BPS(KRW),2596.0,3503.0,3725.0,nan,3495.0,3496.0,3725.0,nan
DPS(KRW),nan,40.0,60.0,nan,nan,nan,60.0,nan
PER,3.12,6.37,17.6,nan,nan,nan,nan,nan
PBR,1.47,1.1,1.02,nan,1.08,1.35,1.02,nan
Issued Shares,26134.0,27532.0,27810.0,nan,27532.0,27810.0,27810.0,nan
Div Yield,nan,1.04,1.59,nan,nan,nan,1.59,nan
