계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,6173.0,5823.0,6335.0,6948.0,1631.0,1541.0,1558.0,1620.0
Operating Income,1839.0,2133.0,2487.0,2532.0,671.0,595.0,605.0,548.0
Oper.Income(Rep.),1839.0,2133.0,2487.0,nan,671.0,595.0,605.0,548.0
Net Income,-2211.0,1929.0,2433.0,2260.0,642.0,409.0,779.0,458.0
Net Income(Contr.),-1322.0,1491.0,1872.0,1721.0,490.0,299.0,611.0,342.0
Net Income(Minor.),-888.0,438.0,561.0,nan,152.0,109.0,167.0,nan
Total Assets,12356.0,12886.0,16463.0,18028.0,14693.0,14547.0,16463.0,nan
Total Liabilities,2293.0,919.0,899.0,966.0,955.0,918.0,899.0,nan
Total Equity,10063.0,11967.0,15564.0,17062.0,13737.0,13629.0,15564.0,nan
Net Income(Contr.),7294.0,8716.0,11314.0,12536.0,9974.0,9927.0,11314.0,nan
Net Income(Minor.),2769.0,3251.0,4250.0,4527.0,3763.0,3702.0,4250.0,nan
Capital Stock,92.0,92.0,108.0,109.0,108.0,108.0,108.0,nan
Total Debt/Equity,22.79,7.68,5.78,5.66,6.95,6.73,5.78,nan
Reserve Ratio,8562.41,10084.04,10930.2,nan,9692.05,9648.82,10930.2,nan
Oper.Income Margin,29.79,36.63,39.27,36.44,41.11,38.6,38.84,nan
Net Income Margin,-21.42,25.6,29.55,24.77,30.03,19.42,39.24,28.27
ROA,-16.89,15.28,16.58,13.1,17.95,11.18,20.09,nan
ROE,-16.82,18.62,18.69,14.43,20.36,12.03,23.03,nan
EPS(KRW),-6090.0,6915.0,8708.0,8005.0,2279.0,1392.0,2844.0,1593.0
BPS(KRW),36653.0,43526.0,55622.0,61306.0,49379.0,49161.0,55622.0,nan
DPS(KRW),508.0,847.0,1200.0,1269.0,nan,nan,1200.0,nan
PER,nan,5.82,6.19,6.21,nan,nan,nan,nan
PBR,1.09,0.93,0.97,0.81,0.93,1.02,0.97,nan
Issued Shares,21713.0,21496.0,21496.0,nan,21496.0,21496.0,21496.0,nan
Div Yield,1.27,2.1,2.23,nan,nan,nan,2.23,nan
