계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,37193.0,18472.0,22728.0,24510.0,5643.0,5777.0,2939.0,5539.0
Operating Income,649.0,577.0,2211.0,2130.0,382.0,474.0,1100.0,818.0
Oper.Income(Rep.),649.0,577.0,2211.0,nan,382.0,474.0,1100.0,818.0
Net Income,248.0,-4.0,4843.0,1610.0,151.0,3396.0,1261.0,722.0
Net Income(Contr.),156.0,1.0,4532.0,1450.0,13.0,3321.0,1176.0,650.0
Net Income(Minor.),92.0,-5.0,311.0,nan,139.0,75.0,85.0,nan
Total Assets,52673.0,50889.0,43409.0,44420.0,53028.0,42236.0,43409.0,nan
Total Liabilities,23700.0,23126.0,18364.0,18280.0,32886.0,19105.0,18364.0,nan
Total Equity,28973.0,27762.0,25044.0,26140.0,20141.0,23131.0,25044.0,nan
Net Income(Contr.),25550.0,24647.0,21557.0,22500.0,16888.0,19946.0,21557.0,nan
Net Income(Minor.),3423.0,3116.0,3488.0,3640.0,3254.0,3185.0,3488.0,nan
Capital Stock,1054.0,1054.0,867.0,870.0,1054.0,867.0,867.0,nan
Total Debt/Equity,81.8,83.3,73.33,69.93,163.28,82.59,73.33,nan
Reserve Ratio,2365.16,2279.36,2386.97,nan,1502.94,2201.25,2386.97,nan
Oper.Income Margin,1.74,3.12,9.73,8.69,6.77,8.21,37.42,nan
Net Income Margin,0.42,0.0,19.94,5.92,0.22,57.49,40.01,13.03
ROA,0.47,-0.01,10.27,3.67,1.15,28.52,11.78,nan
ROE,0.6,0.0,19.62,6.58,0.25,72.13,22.67,nan
EPS(KRW),743.0,3.0,24073.0,8662.0,61.0,19840.0,7024.0,3885.0
BPS(KRW),123258.0,118968.0,128840.0,134474.0,82515.0,119219.0,128840.0,nan
DPS(KRW),4500.0,3000.0,3000.0,3250.0,nan,nan,3000.0,nan
PER,69.6,15058.24,1.95,6.17,nan,nan,nan,nan
PBR,0.42,0.41,0.36,0.4,0.55,0.43,0.36,nan
Issued Shares,21071.0,21071.0,16740.0,nan,20466.0,16740.0,16740.0,nan
Div Yield,8.71,6.15,6.4,nan,nan,nan,6.4,nan
