계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,6499.0,6373.0,6767.0,nan,1802.0,1630.0,1571.0,1524.0
Operating Income,415.0,191.0,175.0,nan,58.0,34.0,0.0,31.0
Oper.Income(Rep.),330.0,169.0,381.0,nan,142.0,67.0,83.0,31.0
Net Income,130.0,60.0,334.0,nan,108.0,50.0,92.0,11.0
Net Income(Contr.),-61.0,-37.0,246.0,nan,82.0,32.0,82.0,4.0
Net Income(Minor.),191.0,98.0,88.0,nan,25.0,18.0,10.0,nan
Total Assets,12691.0,12897.0,12914.0,nan,12939.0,12951.0,12914.0,nan
Total Liabilities,4188.0,4735.0,4763.0,nan,4772.0,4724.0,4763.0,nan
Total Equity,8503.0,8162.0,8151.0,nan,8168.0,8227.0,8151.0,nan
Net Income(Contr.),6181.0,5990.0,6015.0,nan,5988.0,6021.0,6015.0,nan
Net Income(Minor.),2323.0,2172.0,2136.0,nan,2180.0,2206.0,2136.0,nan
Capital Stock,93.0,185.0,185.0,nan,185.0,185.0,185.0,nan
Total Debt/Equity,49.25,58.02,58.44,nan,58.42,57.42,58.44,nan
Reserve Ratio,6561.76,3155.31,3154.71,nan,3248.23,3158.17,3154.71,nan
Oper.Income Margin,6.39,3.0,2.58,nan,3.2,2.07,0.01,nan
Net Income Margin,-0.94,-0.58,3.63,nan,4.58,1.96,5.19,0.71
ROA,1.05,0.47,2.59,nan,3.32,1.54,2.84,nan
ROE,-0.98,-0.61,4.09,nan,5.52,2.13,5.42,nan
EPS(KRW),-159.0,-100.0,691.0,nan,224.0,93.0,238.0,11.0
BPS(KRW),16169.0,16362.0,17538.0,nan,16829.0,17557.0,17538.0,nan
DPS(KRW),150.0,180.0,200.0,nan,nan,nan,200.0,nan
PER,nan,nan,9.74,nan,nan,nan,nan,nan
PBR,0.49,0.48,0.38,nan,0.63,0.44,0.38,nan
Issued Shares,37153.0,36770.0,34296.0,nan,36770.0,34296.0,34296.0,nan
Div Yield,1.9,2.28,2.97,nan,nan,nan,2.97,nan
