계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,2891.0,3440.0,4132.0,4844.0,1065.0,1100.0,1017.0,1077.0
Operating Income,824.0,903.0,1135.0,1303.0,333.0,239.0,278.0,327.0
Oper.Income(Rep.),824.0,903.0,1135.0,nan,333.0,239.0,278.0,327.0
Net Income,595.0,746.0,1024.0,1101.0,277.0,240.0,260.0,271.0
Net Income(Contr.),597.0,746.0,1012.0,1089.0,275.0,239.0,252.0,267.0
Net Income(Minor.),-2.0,0.0,12.0,nan,2.0,1.0,7.0,nan
Total Assets,4651.0,5781.0,7157.0,8580.0,6158.0,6546.0,7157.0,nan
Total Liabilities,2240.0,2847.0,3333.0,3844.0,2845.0,2992.0,3333.0,nan
Total Equity,2412.0,2933.0,3824.0,4736.0,3313.0,3554.0,3824.0,nan
Net Income(Contr.),2411.0,2912.0,3789.0,4639.0,3286.0,3526.0,3789.0,nan
Net Income(Minor.),0.0,21.0,36.0,97.0,27.0,28.0,36.0,nan
Capital Stock,57.0,57.0,57.0,59.0,57.0,57.0,57.0,nan
Total Debt/Equity,92.86,97.06,87.15,81.17,85.89,84.17,87.15,nan
Reserve Ratio,4564.12,5718.29,7392.47,nan,6518.72,6936.35,7392.47,nan
Oper.Income Margin,28.51,26.25,27.47,26.9,31.26,21.7,27.33,nan
Net Income Margin,20.67,21.68,24.5,22.48,25.8,21.72,24.82,25.17
ROA,13.63,14.31,15.83,14.0,18.29,15.13,15.18,nan
ROE,26.52,28.02,30.21,25.84,35.07,28.05,27.61,nan
EPS(KRW),5197.0,6489.0,8805.0,9474.0,2391.0,2078.0,2196.0,2324.0
BPS(KRW),23321.0,29091.0,37462.0,44859.0,33094.0,35182.0,37462.0,nan
DPS(KRW),730.0,850.0,1500.0,1462.0,nan,nan,1500.0,nan
PER,13.68,13.19,10.32,8.8,nan,nan,nan,nan
PBR,3.05,2.94,2.43,1.86,3.97,2.85,2.43,nan
Issued Shares,11495.0,11495.0,11495.0,nan,11495.0,11495.0,11495.0,nan
Div Yield,1.03,0.99,1.65,nan,nan,nan,1.65,nan
