계정,2022/12,2023/12,2024/12,2025/12(E),2024/09,2024/12,2025/03,2025/06(E)
Sales,374.0,494.0,554.0,nan,120.0,244.0,100.0,nan
Operating Income,2.0,-9.0,37.0,nan,9.0,22.0,-3.0,nan
Oper.Income(Rep.),2.0,-9.0,37.0,nan,9.0,22.0,-3.0,nan
Net Income,7.0,7.0,42.0,nan,9.0,23.0,-3.0,nan
Net Income(Contr.),7.0,7.0,42.0,nan,9.0,23.0,-3.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,447.0,558.0,641.0,nan,597.0,641.0,648.0,nan
Total Liabilities,139.0,235.0,274.0,nan,254.0,274.0,281.0,nan
Total Equity,307.0,322.0,367.0,nan,343.0,367.0,367.0,nan
Net Income(Contr.),307.0,322.0,367.0,nan,343.0,367.0,367.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,91.0,93.0,94.0,nan,94.0,94.0,94.0,nan
Total Debt/Equity,45.32,72.94,74.65,nan,73.91,74.65,76.77,nan
Reserve Ratio,236.9,245.38,291.51,nan,266.22,291.51,291.16,nan
Oper.Income Margin,0.55,-1.91,6.62,nan,7.49,9.17,-3.18,nan
Net Income Margin,1.97,1.36,7.6,nan,7.45,9.34,-2.97,nan
ROA,2.07,1.34,7.03,nan,6.11,14.75,-1.84,nan
ROE,3.02,2.13,12.22,nan,10.51,25.71,-3.23,nan
EPS(KRW),42.0,37.0,225.0,nan,48.0,122.0,-16.0,nan
BPS(KRW),1688.0,1730.0,1961.0,nan,1835.0,1961.0,1960.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,193.52,221.2,28.08,nan,nan,nan,nan,nan
PBR,4.86,4.67,3.22,nan,3.45,3.22,3.27,nan
Issued Shares,18218.0,18637.0,18709.0,nan,18709.0,18709.0,18709.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
