계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,2662.0,2783.0,2503.0,nan,655.0,497.0,669.0,nan
Operating Income,77.0,22.0,67.0,nan,24.0,16.0,11.0,nan
Oper.Income(Rep.),77.0,22.0,67.0,nan,24.0,16.0,11.0,nan
Net Income,40.0,-16.0,-196.0,nan,-214.0,10.0,2.0,nan
Net Income(Contr.),40.0,-16.0,-196.0,nan,-214.0,10.0,2.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,1831.0,2088.0,1923.0,nan,1985.0,1919.0,1923.0,nan
Total Liabilities,945.0,1217.0,843.0,nan,1012.0,828.0,843.0,nan
Total Equity,885.0,871.0,1081.0,nan,973.0,1092.0,1081.0,nan
Net Income(Contr.),885.0,871.0,1081.0,nan,973.0,1092.0,1081.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,595.0,595.0,785.0,nan,720.0,785.0,785.0,nan
Total Debt/Equity,106.76,139.7,78.0,nan,104.02,75.81,78.0,nan
Reserve Ratio,48.95,46.51,37.59,nan,35.15,39.01,37.59,nan
Oper.Income Margin,2.91,0.79,2.67,nan,3.68,3.2,1.67,nan
Net Income Margin,1.49,-0.56,-7.85,nan,-32.62,2.06,0.37,nan
ROA,2.15,-0.8,-9.8,nan,-40.63,2.09,0.51,nan
ROE,4.6,-1.78,-20.13,nan,-92.42,3.96,0.91,nan
EPS(KRW),33.0,-13.0,-125.0,nan,-148.0,7.0,2.0,nan
BPS(KRW),745.0,733.0,688.0,nan,676.0,695.0,688.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,28.24,nan,nan,nan,nan,nan,nan,nan
PBR,1.27,1.12,0.94,nan,1.75,1.28,0.94,nan
Issued Shares,118885.0,118885.0,157052.0,nan,143954.0,157052.0,157052.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
