계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,9848.0,5461.0,4224.0,4938.0,1128.0,1006.0,1114.0,853.0
Operating Income,902.0,175.0,35.0,180.0,79.0,34.0,64.0,-30.0
Oper.Income(Rep.),902.0,175.0,35.0,nan,79.0,34.0,64.0,-30.0
Net Income,606.0,-29.0,1.0,170.0,103.0,7.0,84.0,-11.0
Net Income(Contr.),606.0,-29.0,1.0,171.0,103.0,7.0,84.0,-11.0
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,6528.0,5021.0,4538.0,4760.0,4730.0,4508.0,4538.0,nan
Total Liabilities,2713.0,1305.0,841.0,890.0,1105.0,871.0,841.0,nan
Total Equity,3815.0,3716.0,3697.0,3870.0,3625.0,3637.0,3697.0,nan
Net Income(Contr.),3815.0,3716.0,3697.0,3870.0,3625.0,3637.0,3697.0,nan
Net Income(Minor.),0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
Capital Stock,560.0,560.0,560.0,560.0,560.0,560.0,560.0,nan
Total Debt/Equity,71.11,35.12,22.75,23.0,30.49,23.96,22.75,nan
Reserve Ratio,581.31,563.49,560.15,nan,547.23,549.39,560.15,nan
Oper.Income Margin,9.16,3.21,0.83,3.65,7.01,3.4,5.76,nan
Net Income Margin,6.15,-0.52,0.03,3.46,9.17,0.73,7.57,-1.27
ROA,9.63,-0.5,0.02,3.66,8.99,0.64,7.46,nan
ROE,17.27,-0.76,0.03,4.52,11.58,0.81,9.2,nan
EPS(KRW),5412.0,-256.0,10.0,1527.0,924.0,66.0,753.0,-97.0
BPS(KRW),34065.0,33175.0,33007.0,34554.0,32362.0,32469.0,33007.0,nan
DPS(KRW),600.0,nan,nan,nan,nan,nan,nan,nan
PER,9.02,nan,1980.59,33.21,nan,nan,nan,nan
PBR,1.43,0.84,0.61,1.47,0.82,0.78,0.61,nan
Issued Shares,11200.0,11200.0,11200.0,nan,11200.0,11200.0,11200.0,nan
Div Yield,1.23,nan,nan,nan,nan,nan,nan,nan
